from_city;to_city;migration
KILIS;OSMANIYE;779
BATMAN;KONYA;779
ERZINCAN;ZONGULDAK;776
AGRI;HATAY;775
HATAY;MANISA;774
KAHRAMANMARAS;SAMSUN;773
GIRESUN;MANISA;773
MUGLA;KOCAELI;773
ORDU;ERZURUM;773
MUGLA;KONYA;772
MERSIN;ISPARTA;772
CORUM;EDIRNE;771
HAKKARI;IZMIR;769
KASTAMONU;CANAKKALE;769
BALIKESIR;YALOVA;769
GAZIANTEP;MALATYA;768
VAN;HATAY;767
KAYSERI;CANAKKALE;766
TOKAT;DENIZLI;765
ISTANBUL;RIZE;765
GUMUSHANE;YALOVA;764
YOZGAT;HATAY;763
KONYA;MALATYA;763
TRABZON;KUTAHYA;762
ANKARA;DUZCE;761
MALATYA;ZONGULDAK;761
IZMIR;SAKARYA;758
DUZCE;MUGLA;756
BURDUR;BURSA;755
KARS;KIRKLARELI;755
KARAMAN;BURSA;754
KONYA;EDIRNE;754
SAKARYA;KONYA;753
DIYARBAKIR;SIIRT;752
KIRIKKALE;MANISA;751
HATAY;MALATYA;750
KONYA;SANLIURFA;750
KAHRAMANMARAS;ELAZIG;749
SIVAS;KIRIKKALE;749
MANISA;SAKARYA;748
TRABZON;BAYBURT;748
AKSARAY;MANISA;747
TRABZON;BARTIN;747
TRABZON;SINOP;746
ELAZIG;MARDIN;744
BALIKESIR;AFYONKARAHISAR;744
HATAY;ERZURUM;743
SIVAS;NEVSEHIR;742
ORDU;ADANA;742
BINGOL;HATAY;742
BINGOL;GAZIANTEP;741
KONYA;KAHRAMANMARAS;740
AGRI;ERZINCAN;738
IZMIR;MARDIN;736
DENIZLI;KUTAHYA;734
SINOP;BILECIK;733
DIYARBAKIR;DENIZLI;733
ANKARA;MALATYA;733
KONYA;YALOVA;730
AYDIN;CANAKKALE;730
ISTANBUL;ISPARTA;729
BARTIN;MANISA;729
TOKAT;CANAKKALE;728
KASTAMONU;MERSIN;727
BURSA;KIRKLARELI;727
IZMIR;DIYARBAKIR;727
YOZGAT;ERZURUM;725
SINOP;KONYA;725
AKSARAY;HATAY;724
KAHRAMANMARAS;SIVAS;723
ERZURUM;KARABUK;720
KONYA;SIVAS;720
VAN;DIYARBAKIR;720
RIZE;ORDU;719
MERSIN;AKSARAY;718
TUNCELI;MALATYA;718
MALATYA;USAK;717
KAHRAMANMARAS;KIRSEHIR;715
KONYA;NEVSEHIR;714
ANKARA;TOKAT;713
ORDU;KAYSERI;712
MUS;HATAY;712
SIIRT;YALOVA;711
TRABZON;DENIZLI;711
OSMANIYE;MALATYA;710
BURSA;MERSIN;710
KONYA;VAN;709
ADANA;KIRKLARELI;709
ZONGULDAK;EDIRNE;709
SAMSUN;HATAY;708
KARABUK;BALIKESIR;708
GUMUSHANE;ERZURUM;707
ANKARA;GAZIANTEP;707
BATMAN;BITLIS;707
ADANA;ISPARTA;706
YOZGAT;ZONGULDAK;705
ISTANBUL;SINOP;704
CORUM;ERZURUM;704
CANKIRI;SAKARYA;701
KAYSERI;KIRKLARELI;701
MALATYA;ERZURUM;699
ERZINCAN;ADANA;698
MERSIN;SAKARYA;697
KAHRAMANMARAS;SAKARYA;697
EDIRNE;ESKISEHIR;696
TRABZON;TOKAT;696
TOKAT;TRABZON;695
AGRI;EDIRNE;694
BURDUR;KOCAELI;692
BALIKESIR;MERSIN;690
TUNCELI;MUGLA;688
GIRESUN;MERSIN;687
SANLIURFA;YALOVA;686
AYDIN;TEKIRDAG;681
ARTVIN;MERSIN;681
KONYA;BILECIK;681
OSMANIYE;NIGDE;680
MUS;OSMANIYE;679
MANISA;ISPARTA;679
DIYARBAKIR;KAYSERI;678
MUGLA;BURDUR;677
ZONGULDAK;KONYA;677
BILECIK;TEKIRDAG;677
ADANA;BATMAN;676
ANKARA;KARABUK;675
MUGLA;ISPARTA;675
ANKARA;NEVSEHIR;674
AFYONKARAHISAR;CANAKKALE;674
OSMANIYE;BALIKESIR;672
CORUM;HATAY;672
KILIS;KOCAELI;672
NEVSEHIR;ESKISEHIR;671
ERZINCAN;MALATYA;668
ISTANBUL;SIVAS;665
TEKIRDAG;MUGLA;664
MANISA;ADANA;664
AMASYA;ADANA;664
YALOVA;ANTALYA;663
ZONGULDAK;YALOVA;663
HATAY;BATMAN;662
BATMAN;TEKIRDAG;661
ISTANBUL;BILECIK;661
MALATYA;NEVSEHIR;661
GAZIANTEP;DENIZLI;661
GAZIANTEP;MANISA;661
MARDIN;ISPARTA;660
ISPARTA;KUTAHYA;660
OSMANIYE;ESKISEHIR;660
IZMIR;ERZURUM;658
AKSARAY;ESKISEHIR;657
KAYSERI;YALOVA;657
KARAMAN;MUGLA;656
GIRESUN;GUMUSHANE;655
CANKIRI;CORUM;654
MANISA;MERSIN;654
ORDU;BOLU;653
BALIKESIR;ADANA;653
OSMANIYE;DIYARBAKIR;653
BITLIS;AGRI;652
GIRESUN;ERZURUM;651
BAYBURT;BALIKESIR;651
AKSARAY;BALIKESIR;650
ANKARA;BILECIK;647
BURDUR;MANISA;647
SINOP;ESKISEHIR;646
ADANA;SAMSUN;646
ARDAHAN;KONYA;645
ISTANBUL;GAZIANTEP;641
ANKARA;KIRKLARELI;641
ORDU;SINOP;640
HATAY;SAMSUN;640
ADANA;AFYONKARAHISAR;639
ADANA;EDIRNE;637
BINGOL;YALOVA;636
RIZE;CANAKKALE;636
KASTAMONU;BOLU;635
ISPARTA;ADANA;635
KIRSEHIR;SAKARYA;635
KIRKLARELI;SAKARYA;633
MALATYA;MARDIN;632
CORUM;KUTAHYA;632
BURSA;ADANA;632
SIVAS;AFYONKARAHISAR;631
CORUM;TRABZON;631
TUNCELI;BALIKESIR;630
BURSA;DENIZLI;630
ELAZIG;VAN;630
ISTANBUL;TOKAT;630
ELAZIG;ERZURUM;628
BALIKESIR;DIYARBAKIR;628
KILIS;AYDIN;628
TRABZON;BILECIK;626
TOKAT;HATAY;626
SANLIURFA;DENIZLI;622
ERZURUM;ISPARTA;621
SAKARYA;TRABZON;621
GIRESUN;CANAKKALE;620
KAYSERI;MALATYA;619
AGRI;BILECIK;618
CORUM;SIVAS;618
GAZIANTEP;SAKARYA;617
DIYARBAKIR;BILECIK;616
BALIKESIR;BILECIK;615
KIRIKKALE;SAMSUN;615
MERSIN;VAN;614
MERSIN;CANAKKALE;614
BARTIN;KASTAMONU;614
SAMSUN;KUTAHYA;614
OSMANIYE;ERZURUM;613
ERZURUM;GAZIANTEP;612
AMASYA;YALOVA;611
AGRI;CANAKKALE;611
ADANA;SIVAS;610
MALATYA;BINGOL;610
ADIYAMAN;MARDIN;610
BILECIK;AYDIN;610
BATMAN;MALATYA;609
NIGDE;KUTAHYA;609
TRABZON;CORUM;608
BALIKESIR;ERZURUM;608
AGRI;BITLIS;607
ESKISEHIR;KAYSERI;606
ARDAHAN;KAYSERI;604
BITLIS;BALIKESIR;604
KAHRAMANMARAS;YOZGAT;604
ZONGULDAK;SAMSUN;603
ISTANBUL;CANKIRI;602
BOLU;BALIKESIR;602
GIRESUN;ADANA;601
SIVAS;TRABZON;599
BOLU;TEKIRDAG;598
BINGOL;ERZURUM;598
ANKARA;MARDIN;598
ORDU;SIVAS;597
MERSIN;AFYONKARAHISAR;597
MANISA;EDIRNE;597
BITLIS;KAHRAMANMARAS;596
KASTAMONU;DUZCE;595
SAMSUN;BILECIK;592
BALIKESIR;ISPARTA;591
IZMIR;KAYSERI;590
BITLIS;SAKARYA;590
CORUM;AFYONKARAHISAR;590
SAMSUN;KIRIKKALE;589
RIZE;DUZCE;589
MUS;ESKISEHIR;588
SIIRT;BALIKESIR;587
AGRI;TRABZON;587
KONYA;CANKIRI;586
ERZINCAN;KAYSERI;585
SANLIURFA;KAYSERI;585
NEVSEHIR;MANISA;585
KONYA;TRABZON;584
KUTAHYA;SAKARYA;584
MALATYA;KUTAHYA;584
ERZINCAN;SIVAS;584
TEKIRDAG;SAKARYA;584
MUS;KAYSERI;583
KUTAHYA;CANAKKALE;583
KAHRAMANMARAS;CANAKKALE;583
CORUM;YALOVA;582
MARDIN;TEKIRDAG;581
MUS;CANAKKALE;581
ELAZIG;ADIYAMAN;580
ERZURUM;DIYARBAKIR;580
BARTIN;BOLU;579
CORUM;KIRKLARELI;578
KAHRAMANMARAS;NIGDE;577
KAHRAMANMARAS;NEVSEHIR;577
ANTALYA;ADANA;576
KAYSERI;BOLU;575
YOZGAT;ISPARTA;574
ADANA;YALOVA;574
TRABZON;ERZINCAN;574
HATAY;TRABZON;573
BALIKESIR;ZONGULDAK;573
ISPARTA;SAKARYA;572
AYDIN;MERSIN;572
BITLIS;KONYA;572
DIYARBAKIR;ADIYAMAN;571
GIRESUN;SIVAS;571
ARTVIN;KARABUK;570
ORDU;CORUM;570
DIYARBAKIR;EDIRNE;570
MANISA;ERZURUM;570
ELAZIG;DENIZLI;570
ADIYAMAN;MANISA;569
ANKARA;NIGDE;569
KILIS;KAHRAMANMARAS;568
BITLIS;MUGLA;567
SIVAS;ISPARTA;566
SAKARYA;EDIRNE;566
ADANA;VAN;565
ESKISEHIR;EDIRNE;564
AYDIN;KUTAHYA;563
HATAY;SAKARYA;562
ELAZIG;SAMSUN;561
KAHRAMANMARAS;TRABZON;561
YOZGAT;EDIRNE;560
DIYARBAKIR;OSMANIYE;560
ERZURUM;BOLU;559
ADIYAMAN;BALIKESIR;559
SINOP;DENIZLI;559
BAYBURT;SAKARYA;559
GIRESUN;EDIRNE;558
TRABZON;KASTAMONU;558
KIRSEHIR;DENIZLI;557
IZMIR;SAMSUN;557
KARS;SAMSUN;555
MERSIN;SIVAS;555
ISPARTA;MERSIN;554
ANTALYA;BALIKESIR;554
YOZGAT;AFYONKARAHISAR;553
KAHRAMANMARAS;AFYONKARAHISAR;553
KIRKLARELI;AYDIN;552
NIGDE;ZONGULDAK;552
KASTAMONU;MANISA;551
KAYSERI;TOKAT;550
BATMAN;VAN;550
HATAY;ADIYAMAN;549
KONYA;KIRIKKALE;549
KONYA;KASTAMONU;548
HATAY;VAN;548
ADANA;KUTAHYA;548
ERZURUM;AFYONKARAHISAR;548
TOKAT;KUTAHYA;548
CORUM;ISPARTA;548
KIRSEHIR;SAMSUN;547
SIVAS;DIYARBAKIR;547
AFYONKARAHISAR;KAYSERI;546
AMASYA;SIVAS;546
KAYSERI;MARDIN;546
SIRNAK;MUGLA;545
BURSA;AFYONKARAHISAR;544
KAYSERI;TRABZON;542
TOKAT;AFYONKARAHISAR;542
CANKIRI;KAYSERI;541
ERZINCAN;ELAZIG;539
YOZGAT;GAZIANTEP;539
TRABZON;KAYSERI;538
CANAKKALE;SAKARYA;538
DENIZLI;CANAKKALE;538
MALATYA;BOLU;537
AMASYA;CANAKKALE;536
BURSA;ZONGULDAK;535
OSMANIYE;DENIZLI;535
DIYARBAKIR;SIRNAK;534
AMASYA;DENIZLI;533
AMASYA;EDIRNE;533
EDIRNE;MUGLA;532
DUZCE;ESKISEHIR;532
RIZE;GIRESUN;532
YOZGAT;NIGDE;531
KIRSEHIR;CANKIRI;530
BALIKESIR;MARDIN;530
ESKISEHIR;ISPARTA;528
SIRNAK;HATAY;528
TOKAT;KASTAMONU;527
GAZIANTEP;SAMSUN;527
BILECIK;MUGLA;527
ISTANBUL;ERZURUM;527
ADANA;ZONGULDAK;526
KARS;ARDAHAN;526
CANKIRI;CANAKKALE;526
MERSIN;SAMSUN;525
ARTVIN;DUZCE;524
KOCAELI;ZONGULDAK;523
DENIZLI;TEKIRDAG;523
SAKARYA;MERSIN;523
ELAZIG;BILECIK;522
TUNCELI;DIYARBAKIR;522
ADANA;BINGOL;522
ERZURUM;IGDIR;522
GUMUSHANE;MANISA;521
AMASYA;KIRIKKALE;521
MARDIN;SAKARYA;521
KIRKLARELI;MUGLA;521
BATMAN;EDIRNE;521
ERZINCAN;SAMSUN;520
MALATYA;TOKAT;520
CORUM;DUZCE;520
SANLIURFA;ELAZIG;520
TOKAT;ZONGULDAK;519
KILIS;MUGLA;518
SANLIURFA;SAKARYA;518
BURDUR;ESKISEHIR;518
SIVAS;ELAZIG;517
CANKIRI;HATAY;516
SAKARYA;KIRKLARELI;516
KARABUK;MUGLA;515
NEVSEHIR;KIRIKKALE;514
ERZURUM;BAYBURT;514
ISTANBUL;MALATYA;513
AFYONKARAHISAR;DIYARBAKIR;513
MERSIN;ELAZIG;513
AMASYA;KIRKLARELI;513
KIRIKKALE;HATAY;513
IZMIR;MALATYA;511
SAMSUN;AFYONKARAHISAR;511
MERSIN;KUTAHYA;510
SAMSUN;CANKIRI;510
YOZGAT;KUTAHYA;509
NIGDE;GAZIANTEP;509
KAYSERI;DIYARBAKIR;509
ZONGULDAK;KASTAMONU;508
ANKARA;VAN;508
ADANA;SIRNAK;507
ANKARA;AMASYA;507
RIZE;KIRKLARELI;507
CORUM;KIRSEHIR;507
KIRSEHIR;CANAKKALE;506
IZMIR;GAZIANTEP;506
SIVAS;CORUM;505
KONYA;YOZGAT;505
DENIZLI;MERSIN;505
ELAZIG;CANAKKALE;505
BAYBURT;AYDIN;504
ERZURUM;BINGOL;504
KARS;CANAKKALE;504
YOZGAT;AKSARAY;504
SAKARYA;MANISA;504
DENIZLI;ADANA;502
KAYSERI;AFYONKARAHISAR;501
KONYA;BOLU;501
AMASYA;KASTAMONU;501
ORDU;KUTAHYA;501
OSMANIYE;ADIYAMAN;500
MANISA;MARDIN;500
BAYBURT;MANISA;500
VAN;YALOVA;500
BOLU;MERSIN;500
CANKIRI;SAMSUN;499
KONYA;ELAZIG;498
CANKIRI;BOLU;498
MALATYA;ERZINCAN;497
OSMANIYE;SAKARYA;497
KARS;KIRIKKALE;497
DUZCE;AYDIN;496
SINOP;CANAKKALE;496
KIRSEHIR;ZONGULDAK;496
BARTIN;MUGLA;495
AFYONKARAHISAR;ERZURUM;495
EDIRNE;SAKARYA;495
RIZE;KONYA;494
BATMAN;SANLIURFA;494
DIYARBAKIR;CANAKKALE;493
SIVAS;GIRESUN;493
ISTANBUL;KARABUK;492
KONYA;BINGOL;492
IZMIR;HATAY;492
ARTVIN;ADANA;492
MUS;BATMAN;491
SAKARYA;SAMSUN;490
ZONGULDAK;DENIZLI;489
MARDIN;VAN;488
BALIKESIR;USAK;488
SAMSUN;KARABUK;488
HATAY;CANAKKALE;488
IZMIR;ZONGULDAK;488
YOZGAT;MALATYA;488
ESKISEHIR;DIYARBAKIR;488
SAMSUN;ISPARTA;488
CORUM;DIYARBAKIR;488
HATAY;EDIRNE;487
HATAY;NIGDE;487
HATAY;AFYONKARAHISAR;486
HATAY;ISPARTA;486
KARS;BILECIK;485
NIGDE;KIRKLARELI;485
ERZINCAN;CANAKKALE;484
ARTVIN;MANISA;483
HATAY;ELAZIG;483
AYDIN;BURDUR;483
DIYARBAKIR;DUZCE;482
ANKARA;KAHRAMANMARAS;482
SAMSUN;BOLU;482
TRABZON;VAN;482
NIGDE;KAHRAMANMARAS;481
KOCAELI;KIRKLARELI;481
ESKISEHIR;SAMSUN;480
AMASYA;TRABZON;480
ANKARA;BARTIN;479
BURSA;ERZURUM;479
ZONGULDAK;TRABZON;479
MERSIN;TRABZON;479
ESKISEHIR;KIRKLARELI;477
DUZCE;BALIKESIR;477
ADANA;TRABZON;477
ARDAHAN;MUGLA;476
CANKIRI;ADANA;476
SANLIURFA;EDIRNE;476
ELAZIG;EDIRNE;475
CANAKKALE;KONYA;475
KAHRAMANMARAS;KILIS;475
IGDIR;BALIKESIR;475
KAYSERI;KUTAHYA;474
KARS;HATAY;474
SAKARYA;CANAKKALE;474
BURSA;SAMSUN;473
BATMAN;BALIKESIR;473
AYDIN;USAK;473
SIVAS;NIGDE;473
BINGOL;TEKIRDAG;472
MARDIN;KAYSERI;472
KIRSEHIR;HATAY;472
ORDU;KARABUK;472
KIRSEHIR;SIVAS;471
ANKARA;ELAZIG;471
TUNCELI;DENIZLI;470
KIRIKKALE;ADANA;470
BITLIS;DENIZLI;469
KARABUK;KONYA;469
BALIKESIR;KAYSERI;468
KARAMAN;MANISA;468
ADIYAMAN;ESKISEHIR;468
MALATYA;ISPARTA;467
CANKIRI;MANISA;467
YOZGAT;DIYARBAKIR;467
SANLIURFA;YOZGAT;467
BARTIN;HATAY;467
MERSIN;NEVSEHIR;466
TOKAT;DUZCE;465
KILIS;ESKISEHIR;464
CORUM;KARABUK;464
MALATYA;TRABZON;464
MARDIN;OSMANIYE;464
TUNCELI;ESKISEHIR;463
GAZIANTEP;YALOVA;463
ERZURUM;KIRIKKALE;462
KARABUK;DUZCE;462
AMASYA;ERZURUM;462
KAHRAMANMARAS;EDIRNE;461
SINOP;KIRKLARELI;460
KAHRAMANMARAS;BINGOL;460
BAYBURT;RIZE;460
ARDAHAN;MERSIN;459
MANISA;ZONGULDAK;459
AMASYA;ORDU;459
VAN;KIRKLARELI;459
ESKISEHIR;ZONGULDAK;458
ORDU;ISPARTA;458
ISTANBUL;ERZINCAN;458
MERSIN;BATMAN;457
KAHRAMANMARAS;KUTAHYA;457
SIVAS;OSMANIYE;456
OSMANIYE;MANISA;456
MERSIN;SIRNAK;455
GAZIANTEP;ISPARTA;455
AYDIN;ADANA;455
KONYA;BATMAN;452
ELAZIG;OSMANIYE;451
IZMIR;KIRKLARELI;451
AGRI;AFYONKARAHISAR;451
ORDU;KASTAMONU;450
AFYONKARAHISAR;HATAY;450
KARS;KUTAHYA;450
ERZINCAN;TRABZON;449
ADIYAMAN;KAYSERI;449
YOZGAT;BOLU;449
BURSA;ISPARTA;449
SAMSUN;DIYARBAKIR;449
ISTANBUL;AFYONKARAHISAR;448
ADANA;TOKAT;447
YOZGAT;TRABZON;446
MANISA;DIYARBAKIR;446
IGDIR;SAKARYA;446
BINGOL;KONYA;445
MUGLA;AFYONKARAHISAR;444
TRABZON;AFYONKARAHISAR;444
GIRESUN;DENIZLI;444
MANISA;KAYSERI;444
MARDIN;CANAKKALE;443
ERZURUM;AMASYA;443
MALATYA;AFYONKARAHISAR;442
SINOP;EDIRNE;442
GUMUSHANE;ORDU;442
CORUM;SINOP;442
MALATYA;DUZCE;441
BAYBURT;EDIRNE;441
ZONGULDAK;KIRKLARELI;441
KIRIKKALE;SAKARYA;440
AFYONKARAHISAR;MARDIN;440
KUTAHYA;ISPARTA;439
AGRI;SIVAS;439
ADANA;SIIRT;438
KAYSERI;ELAZIG;438
SIVAS;MARDIN;438
IZMIR;YALOVA;438
CORUM;MALATYA;438
BATMAN;SIRNAK;438
KONYA;TOKAT;437
KAHRAMANMARAS;ISPARTA;436
YOZGAT;MARDIN;436
KONYA;KARABUK;435
CANKIRI;EDIRNE;435
ARTVIN;DENIZLI;435
GUMUSHANE;RIZE;434
AGRI;KARS;434
YOZGAT;AMASYA;433
KAHRAMANMARAS;ZONGULDAK;433
ARTVIN;ORDU;432
BARTIN;SAKARYA;432
HATAY;ZONGULDAK;432
ESKISEHIR;ERZURUM;432
SAKARYA;KUTAHYA;431
GIRESUN;KARABUK;431
USAK;ISPARTA;431
KARABUK;EDIRNE;430
BALIKESIR;MALATYA;430
CORUM;GAZIANTEP;430
BAYBURT;MUGLA;429
DIYARBAKIR;BITLIS;429
SINOP;YALOVA;428
AYDIN;ERZURUM;428
IGDIR;EDIRNE;428
BALIKESIR;BOLU;427
TOKAT;BOLU;427
MARDIN;MALATYA;426
MALATYA;KIRIKKALE;426
MUGLA;ADANA;426
ANKARA;ORDU;426
MERSIN;ZONGULDAK;426
KAYSERI;KARAMAN;426
AYDIN;EDIRNE;425
ADIYAMAN;ELAZIG;425
ADANA;USAK;424
ARTVIN;TOKAT;424
ERZURUM;NEVSEHIR;424
DIYARBAKIR;USAK;423
KIRIKKALE;ERZURUM;423
KARS;NEVSEHIR;423
ERZURUM;KAHRAMANMARAS;422
ADANA;BOLU;422
DIYARBAKIR;KAHRAMANMARAS;421
GAZIANTEP;ELAZIG;421
TRABZON;SIVAS;420
SIVAS;CANKIRI;420
AGRI;GAZIANTEP;420
ANTALYA;KUTAHYA;419
YOZGAT;KAHRAMANMARAS;419
KONYA;KIRSEHIR;418
MARDIN;DENIZLI;417
ARTVIN;CANAKKALE;417
DUZCE;YALOVA;417
GAZIANTEP;EDIRNE;417
ELAZIG;KUTAHYA;416
AMASYA;ZONGULDAK;416
MARDIN;ELAZIG;415
TEKIRDAG;YALOVA;415
ELAZIG;BATMAN;414
VAN;SIRNAK;413
AYDIN;DIYARBAKIR;413
ARDAHAN;ADANA;413
CANKIRI;YALOVA;413
AMASYA;HATAY;413
CORUM;MARDIN;412
KAHRAMANMARAS;KIRKLARELI;412
MERSIN;EDIRNE;412
KAHRAMANMARAS;KARABUK;411
GAZIANTEP;ERZURUM;411
USAK;SAKARYA;410
BITLIS;HATAY;410
ORDU;HATAY;410
ISTANBUL;DIYARBAKIR;409
KOCAELI;CANAKKALE;409
SINOP;MERSIN;407
YOZGAT;KIRKLARELI;407
NEVSEHIR;SAKARYA;406
ELAZIG;SIVAS;406
KONYA;DUZCE;405
KOCAELI;KONYA;405
VAN;ERZURUM;405
VAN;MALATYA;404
KIRIKKALE;SIVAS;404
KONYA;AGRI;403
TOKAT;CANKIRI;402
KIRSEHIR;ERZURUM;402
BALIKESIR;SAMSUN;402
ERZURUM;ARDAHAN;402
KOCAELI;DUZCE;401
HATAY;KUTAHYA;401
KARS;ERZINCAN;400
AYDIN;SAKARYA;400
DENIZLI;SAKARYA;400
ERZURUM;KASTAMONU;400
GIRESUN;KAYSERI;399
ESKISEHIR;MALATYA;399
BALIKESIR;HATAY;399
KAYSERI;CANKIRI;398
SIRNAK;KONYA;398
KASTAMONU;KAYSERI;398
MANISA;SAMSUN;398
GUMUSHANE;ESKISEHIR;398
EDIRNE;MANISA;398
BILECIK;KONYA;397
KIRIKKALE;BOLU;397
AFYONKARAHISAR;EDIRNE;396
MERSIN;BURDUR;396
GIRESUN;TOKAT;395
MALATYA;BATMAN;395
KAYSERI;CORUM;395
KAHRAMANMARAS;VAN;395
ADANA;KARAMAN;395
BOLU;CANKIRI;394
GIRESUN;BOLU;394
KIRIKKALE;CANAKKALE;394
IZMIR;BURDUR;394
ADANA;TUNCELI;394
SANLIURFA;VAN;394
MANISA;KIRKLARELI;394
SANLIURFA;KILIS;394
BALIKESIR;TRABZON;394
BINGOL;BALIKESIR;394
NIGDE;ISPARTA;393
SAMSUN;YOZGAT;393
KIRIKKALE;DENIZLI;393
KAHRAMANMARAS;SIRNAK;393
ELAZIG;ISPARTA;392
TRABZON;ISPARTA;392
GAZIANTEP;SIVAS;392
ANKARA;SANLIURFA;392
TOKAT;MALATYA;392
HATAY;SIVAS;392
ELAZIG;ERZINCAN;391
GAZIANTEP;CANAKKALE;391
TOKAT;ISPARTA;391
CANAKKALE;DENIZLI;390
ERZURUM;USAK;390
CORUM;ORDU;390
AGRI;DIYARBAKIR;389
ESKISEHIR;BOLU;388
GUMUSHANE;BAYBURT;388
EDIRNE;YALOVA;388
BAYBURT;KONYA;388
ERZINCAN;EDIRNE;387
KAHRAMANMARAS;AKSARAY;387
GAZIANTEP;USAK;386
ORDU;AFYONKARAHISAR;385
KARAMAN;AKSARAY;385
BURDUR;BALIKESIR;385
SANLIURFA;CANAKKALE;385
NEVSEHIR;SAMSUN;385
DIYARBAKIR;ERZURUM;384
KARS;SIVAS;383
ARDAHAN;ARTVIN;383
MARDIN;SIIRT;383
TOKAT;ERZINCAN;383
BILECIK;YALOVA;383
AMASYA;SINOP;383
CORUM;VAN;383
BITLIS;ESKISEHIR;382
ESKISEHIR;HATAY;382
ANTALYA;ZONGULDAK;381
AKSARAY;KIRKLARELI;381
ANKARA;BATMAN;380
ERZURUM;ORDU;379
ADANA;YOZGAT;379
BILECIK;MANISA;379
CANAKKALE;KUTAHYA;379
SAMSUN;MARDIN;378
ERZINCAN;DENIZLI;378
GUMUSHANE;CANAKKALE;378
MERSIN;TUNCELI;378
AMASYA;CANKIRI;378
KAYSERI;SANLIURFA;377
MERSIN;TOKAT;377
NIGDE;KIRIKKALE;377
KUTAHYA;MERSIN;377
KONYA;SIRNAK;376
ELAZIG;TRABZON;376
ERZINCAN;TUNCELI;376
CANKIRI;DENIZLI;375
SAMSUN;VAN;375
SAMSUN;GAZIANTEP;375
KAYSERI;VAN;375
KAHRAMANMARAS;DUZCE;375
GUMUSHANE;KIRSEHIR;374
GAZIANTEP;TRABZON;374
KILIS;KONYA;374
NEVSEHIR;SIVAS;373
ELAZIG;KIRKLARELI;373
TEKIRDAG;MANISA;373
ISPARTA;CANAKKALE;373
GAZIANTEP;NIGDE;373
BURSA;TRABZON;373
KIRSEHIR;ISPARTA;372
KARAMAN;BALIKESIR;372
SAKARYA;ADANA;372
HAKKARI;ADANA;372
BINGOL;SAKARYA;372
YOZGAT;KASTAMONU;372
RIZE;ADANA;372
NIGDE;EDIRNE;371
IGDIR;MUGLA;371
DENIZLI;ERZURUM;371
KASTAMONU;ADANA;371
KAHRAMANMARAS;TOKAT;371
KAYSERI;USAK;371
OSMANIYE;AKSARAY;371
AGRI;BOLU;370
GUMUSHANE;KARABUK;370
HAKKARI;HATAY;370
MALATYA;TUNCELI;370
DIYARBAKIR;ISPARTA;370
NEVSEHIR;HATAY;369
MUGLA;MERSIN;369
ESKISEHIR;MARDIN;368
SANLIURFA;KIRKLARELI;368
ORDU;BILECIK;368
MERSIN;BINGOL;368
KIRSEHIR;DIYARBAKIR;367
SIIRT;NIGDE;367
RIZE;BOLU;367
MALATYA;NIGDE;367
YOZGAT;DUZCE;367
MARDIN;KIRSEHIR;367
SINOP;DUZCE;367
AMASYA;BOLU;367
AFYONKARAHISAR;KIRKLARELI;367
KAHRAMANMARAS;BATMAN;366
KONYA;CORUM;366
KARAMAN;NIGDE;365
BALIKESIR;VAN;365
MERSIN;KIRKLARELI;365
MALATYA;AMASYA;364
IGDIR;ERZINCAN;364
ISTANBUL;MARDIN;364
TOKAT;DIYARBAKIR;364
BATMAN;USAK;364
NIGDE;CANAKKALE;364
AFYONKARAHISAR;MALATYA;364
GAZIANTEP;KUTAHYA;363
KARAMAN;TEKIRDAG;363
NIGDE;SIVAS;363
AKSARAY;DENIZLI;363
KIRIKKALE;ZONGULDAK;363
CANAKKALE;YALOVA;362
KIRKLARELI;MERSIN;362
GUMUSHANE;AKSARAY;362
MARDIN;ZONGULDAK;361
GAZIANTEP;VAN;361
SIVAS;KASTAMONU;361
MERSIN;BOLU;361
ANTALYA;KARAMAN;360
KIRSEHIR;NIGDE;360
ANTALYA;TEKIRDAG;360
ISTANBUL;BARTIN;360
KOCAELI;MERSIN;359
ARTVIN;BILECIK;359
ISTANBUL;ELAZIG;359
CANKIRI;BARTIN;359
ADANA;BITLIS;358
TEKIRDAG;KONYA;358
SANLIURFA;SAMSUN;358
KIRSEHIR;BOLU;357
IGDIR;VAN;357
MERSIN;BITLIS;357
ZONGULDAK;CANAKKALE;357
SIVAS;BILECIK;357
AGRI;BAYBURT;357
KIRIKKALE;MARDIN;356
HATAY;AKSARAY;356
VAN;EDIRNE;355
AYDIN;KAYSERI;355
BINGOL;MUGLA;354
SAMSUN;MALATYA;354
AFYONKARAHISAR;SAMSUN;354
KIRKLARELI;YALOVA;354
YOZGAT;VAN;354
MANISA;HATAY;353
ORDU;KIRIKKALE;353
ADIYAMAN;ERZURUM;352
USAK;ADANA;352
AFYONKARAHISAR;SANLIURFA;352
KIRIKKALE;DIYARBAKIR;352
OSMANIYE;VAN;351
ANTALYA;KAYSERI;351
YALOVA;TEKIRDAG;351
ADIYAMAN;SAMSUN;351
AGRI;KIRKLARELI;351
KAHRAMANMARAS;KIRIKKALE;351
AGRI;RIZE;351
KASTAMONU;KUTAHYA;351
IZMIR;TRABZON;351
SINOP;TRABZON;350
ARDAHAN;EDIRNE;350
NIGDE;BOLU;350
BOLU;ADANA;350
