from_city;from_district;to_city;to_district;migration
KONYA;TASKENT;KONYA;AKSEHIR;60
KAYSERI;KOCASINAN;KAYSERI;SARIOGLAN;60
SAMSUN;KAVAK;SAMSUN;VEZIRKOPRU;60
MALATYA;MALATYA MERKEZ;MALATYA;KALE/MALATYA;60
IZMIR;FOCA;IZMIR;NARLIDERE;60
ISTANBUL;ESENLER;ISTANBUL;KARTAL;60
KIRSEHIR;KIRSEHIR MERKEZ;KIRSEHIR;AKPINAR;60
KIRSEHIR;KIRSEHIR MERKEZ;KIRSEHIR;CICEKDAGI;60
ISTANBUL;PENDIK;ISTANBUL;FATIH;60
DENIZLI;CAL;DENIZLI;ACIPAYAM;60
ISTANBUL;AVCILAR;ISTANBUL;USKUDAR;60
DUZCE;AKCAKOCA;DUZCE;CUMAYERI;60
SAMSUN;ASARCIK;SAMSUN;BAFRA;60
ISPARTA;ISPARTA MERKEZ;ISPARTA;ULUBORLU;60
HATAY;ALTINOZU;HATAY;SAMANDAGI;60
HATAY;REYHANLI;HATAY;ERZIN;60
GIRESUN;BULANCAK;GIRESUN;SEBINKARAHISAR;60
ERZURUM;ISPIR;ERZURUM;PAZARYOLU;60
CORUM;OSMANCIK;CORUM;LACIN;60
MUGLA;MARMARIS;MUGLA;KOYCEGIZ;59
MANISA;SALIHLI;MANISA;SARIGOL;59
GAZIANTEP;ARABAN;GAZIANTEP;YAVUZELI;59
MUGLA;ORTACA;MUGLA;BODRUM;59
DIYARBAKIR;CINAR;DIYARBAKIR;ERGANI;59
ELAZIG;MADEN;ELAZIG;KOVANCILAR;59
DENIZLI;CAL;DENIZLI;TAVAS;59
ORDU;KABADUZ;ORDU;PERSEMBE;59
AGRI;PATNOS;AGRI;DOGUBAYAZIT;59
ANKARA;CAMLIDERE;ANKARA;GOLBASI/ANKARA;59
BITLIS;TATVAN;BITLIS;ADILCEVAZ;59
KONYA;DERBENT;KONYA;BEYSEHIR;59
KASTAMONU;KASTAMONU MERKEZ;KASTAMONU;CIDE;59
KIRIKKALE;KIRIKKALE MERKEZ;KIRIKKALE;BALISEYH;59
SANLIURFA;SURUC;SANLIURFA;HALFETI;59
SANLIURFA;SURUC;SANLIURFA;HARRAN;59
IZMIR;KINIK;IZMIR;TORBALI;59
ISTANBUL;MALTEPE;ISTANBUL;BASAKSEHIR;59
KAYSERI;PINARBASI/KAYSERI;KAYSERI;TOMARZA;59
ISTANBUL;SILE;ISTANBUL;ZEYTINBURNU;59
ISTANBUL;SILE;ISTANBUL;BUYUKCEKMECE;59
IZMIR;KARSIYAKA;IZMIR;BERGAMA;59
ISTANBUL;KARTAL;ISTANBUL;GUNGOREN;59
KIRSEHIR;MUCUR;KIRSEHIR;KAMAN;59
ISTANBUL;PENDIK;ISTANBUL;BUYUKCEKMECE;59
ISTANBUL;ZEYTINBURNU;ISTANBUL;SANCAKTEPE;59
ISTANBUL;BASAKSEHIR;ISTANBUL;SULTANGAZI;59
KONYA;CUMRA;KONYA;ILGIN;59
ANTALYA;AKSU;ANTALYA;KEMER/ANTALYA;58
KOCAELI;BASISKELE;KOCAELI;KANDIRA;58
BALIKESIR;GONEN/BALIKESIR;BALIKESIR;AYVALIK;58
IZMIR;BORNOVA;IZMIR;TIRE;58
IZMIR;BAYINDIR;IZMIR;ALIAGA;58
ISTANBUL;GUNGOREN;ISTANBUL;BEYKOZ;58
IZMIR;BERGAMA;IZMIR;CESME;58
AYDIN;KUYUCAK;AYDIN;BOZDOGAN;58
AYDIN;KUYUCAK;AYDIN;SOKE;58
ARTVIN;ARTVIN MERKEZ;ARTVIN;YUSUFELI;58
AYDIN;KOCARLI;AYDIN;KARPUZLU;58
ISTANBUL;KADIKOY;ISTANBUL;SULTANGAZI;58
ISTANBUL;SULTANGAZI;ISTANBUL;EYUP;58
ISTANBUL;SULTANGAZI;ISTANBUL;KUCUKCEKMECE;58
IZMIR;KIRAZ;IZMIR;SELCUK;58
KAYSERI;SARIZ;KAYSERI;BUNYAN;58
KONYA;DOGANHISAR;KONYA;CUMRA;58
BALIKESIR;SUSURLUK;BALIKESIR;BURHANIYE;58
BITLIS;TATVAN;BITLIS;MUTKI;58
ISTANBUL;PENDIK;ISTANBUL;CEKMEKOY;58
AGRI;AGRI MERKEZ;AGRI;DIYADIN;58
ISTANBUL;BAHCELIEVLER;ISTANBUL;CATALCA;58
ISTANBUL;ARNAVUTKOY;ISTANBUL;BEYKOZ;58
AMASYA;GUMUSHACIKOY;AMASYA;HAMAMOZU;58
DUZCE;GUMUSOVA;DUZCE;CILIMLI;58
ANKARA;NALLIHAN;ANKARA;KAZAN;58
NEVSEHIR;DERINKUYU;NEVSEHIR;URGUP;58
MUGLA;KAVAKLIDERE;MUGLA;FETHIYE;58
DIYARBAKIR;ERGANI;DIYARBAKIR;CUNGUS;58
CORUM;OSMANCIK;CORUM;ISKILIP;58
MUGLA;MILAS;MUGLA;ULA;58
KONYA;MERAM;KONYA;CIHANBEYLI;58
TUNCELI;TUNCELI MERKEZ;TUNCELI;NAZIMIYE;58
RIZE;GUNEYSU;RIZE;CAYELI;58
ORDU;FATSA;ORDU;CATALPINAR;58
MANISA;KULA;MANISA;SELENDI;58
SIVAS;SARKISLA;SIVAS;YILDIZELI;58
TUNCELI;CEMISGEZEK;TUNCELI;HOZAT;58
OSMANIYE;DUZICI;OSMANIYE;HASANBEYLI;57
KONYA;MERAM;KONYA;KULU;57
KONYA;TASKENT;KONYA;CUMRA;57
MERSIN;ANAMUR;MERSIN;GULNAR;57
ORDU;GOLKOY;ORDU;ULUBEY/ORDU;57
SAMSUN;TERME;SAMSUN;ONDOKUZMAYIS;57
SAKARYA;SERDIVAN;SAKARYA;HENDEK;57
AGRI;AGRI MERKEZ;AGRI;PATNOS;57
SAKARYA;ARIFIYE;SAKARYA;GEYVE;57
CORUM;ISKILIP;CORUM;OGUZLAR;57
ADANA;IMAMOGLU;ADANA;ALADAG;57
ADANA;YUREGIR;ADANA;ALADAG;57
ADIYAMAN;ADIYAMAN MERKEZ;ADIYAMAN;GERGER;57
ANKARA;NALLIHAN;ANKARA;POLATLI;57
BURSA;MUSTAFA K.PASA;BURSA;KESTEL;57
BURSA;MUSTAFA K.PASA;BURSA;ORHANELI;57
ISTANBUL;MALTEPE;ISTANBUL;GUNGOREN;57
KIRIKKALE;KESKIN;KIRIKKALE;BALISEYH;57
KASTAMONU;SEYDILER;KASTAMONU;DEVREKANI;57
IZMIR;MENDERES;IZMIR;BAYINDIR;57
KONYA;DOGANHISAR;KONYA;YUNAK;57
ISTANBUL;UMRANIYE;ISTANBUL;AVCILAR;57
ISTANBUL;UMRANIYE;ISTANBUL;TUZLA;57
KAYSERI;KOCASINAN;KAYSERI;YAHYALI;57
ISTANBUL;KARTAL;ISTANBUL;SILIVRI;57
ERZINCAN;UZUMLU;ERZINCAN;TERCAN;57
KAYSERI;PINARBASI/KAYSERI;KAYSERI;INCESU;57
DUZCE;GOLYAKA;DUZCE;KAYNASLI;57
ISTANBUL;SISLI;ISTANBUL;ARNAVUTKOY;57
KAYSERI;TOMARZA;KAYSERI;HACILAR;57
ISTANBUL;BAYRAMPASA;ISTANBUL;CEKMEKOY;57
ISPARTA;SENIRKENT;ISPARTA;ULUBORLU;57
ISTANBUL;PENDIK;ISTANBUL;ESENYURT;57
ERZURUM;HORASAN;ERZURUM;KOPRUKOY;57
AYDIN;CINE;AYDIN;YENIPAZAR/AYDIN;56
AYDIN;KOSK;AYDIN;GERMENCIK;56
ARTVIN;HOPA;ARTVIN;MURGUL;56
ANKARA;YENIMAHALLE;ANKARA;POLATLI;56
ISPARTA;EGIRDIR;ISPARTA;SUTCULER;56
ESKISEHIR;TEPEBASI;ESKISEHIR;MAHMUDIYE;56
BURSA;KARACABEY;BURSA;KESTEL;56
DENIZLI;ACIPAYAM;DENIZLI;CIVRIL;56
BITLIS;BITLIS MERKEZ;BITLIS;MUTKI;56
GAZIANTEP;SAHINBEY;GAZIANTEP;YAVUZELI;56
BOLU;BOLU MERKEZ;BOLU;DORTDIVAN;56
ISTANBUL;BASAKSEHIR;ISTANBUL;BAKIRKOY;56
ISPARTA;YALVAC;ISPARTA;ATABEY;56
ANKARA;GOLBASI/ANKARA;ANKARA;ELMADAG;56
GIRESUN;GORELE;GIRESUN;ESPIYE;56
TEKIRDAG;MURATLI;TEKIRDAG;SARAY/TEKIRDAG;56
ADIYAMAN;BESNI;ADIYAMAN;TUT;56
MALATYA;YAZIHAN;MALATYA;ARGUVAN;56
NEVSEHIR;AVANOS;NEVSEHIR;GULSEHIR;56
KONYA;HALKAPINAR;KONYA;SEYDISEHIR;56
NIGDE;BOR;NIGDE;ALTUNHISAR;56
IZMIR;KEMALPASA;IZMIR;CESME;56
MARDIN;DERIK;MARDIN;MIDYAT;56
ISTANBUL;BUYUKCEKMECE;ISTANBUL;BAGCILAR;56
ISTANBUL;BEYLIKDUZU;ISTANBUL;BAHCELIEVLER;56
ISTANBUL;MALTEPE;ISTANBUL;BAYRAMPASA;56
RIZE;CAYELI;RIZE;ARDESEN;56
MARDIN;KIZILTEPE;MARDIN;SAVUR;56
IZMIR;GAZIEMIR;IZMIR;BALCOVA;56
SAKARYA;KARAPURCEK;SAKARYA;HENDEK;56
IZMIR;TIRE;IZMIR;GUZELBAHCE;56
IZMIR;CESME;IZMIR;TORBALI;56
KARS;KARS MERKEZ;KARS;ARPACAY;56
KOCAELI;DILOVASI;KOCAELI;DARICA;56
KONYA;CIHANBEYLI;KONYA;SARAYONU;56
SAKARYA;HENDEK;SAKARYA;PAMUKOVA;55
ISTANBUL;KARTAL;ISTANBUL;EYUP;55
SAMSUN;HAVZA;SAMSUN;LADIK;55
IZMIR;BAYINDIR;IZMIR;SEFERIHISAR;55
KUTAHYA;GEDIZ;KUTAHYA;SAPHANE;55
KONYA;BOZKIR;KONYA;CIHANBEYLI;55
ISTANBUL;SANCAKTEPE;ISTANBUL;PENDIK;55
KUTAHYA;EMET;KUTAHYA;SIMAV;55
KIRKLARELI;VIZE;KIRKLARELI;DEMIRKOY;55
KARS;ARPACAY;KARS;AKYAKA;55
KONYA;TUZLUKCU;KONYA;YUNAK;55
KARS;DIGOR;KARS;SELIM;55
KIRSEHIR;KAMAN;KIRSEHIR;AKPINAR;55
RIZE;RIZE MERKEZ;RIZE;PAZAR/RIZE;55
MERSIN;BOZYAZI;MERSIN;TARSUS;55
ANTALYA;KORKUTELI;ANTALYA;KAS;55
ANKARA;MAMAK;ANKARA;KAZAN;55
BALIKESIR;AYVALIK;BALIKESIR;BANDIRMA;55
AGRI;ELESKIRT;AGRI;PATNOS;55
BALIKESIR;KEPSUT;BALIKESIR;GONEN/BALIKESIR;55
BURSA;NILUFER;BURSA;ORHANGAZI;55
AFYONKARAHISAR;CAY;AFYONKARAHISAR;EMIRDAG;55
BURSA;YILDIRIM;BURSA;IZNIK;55
BITLIS;AHLAT;BITLIS;MUTKI;55
DENIZLI;CAL;DENIZLI;AKKOY;55
CANAKKALE;GELIBOLU;CANAKKALE;CAN;55
CANAKKALE;LAPSEKI;CANAKKALE;GOKCEADA;55
BOLU;GEREDE;BOLU;MENGEN;55
ELAZIG;ELAZIG MERKEZ;ELAZIG;AGIN;55
ARTVIN;YUSUFELI;ARTVIN;SAVSAT;55
ERZINCAN;TERCAN;ERZINCAN;CAYIRLI;55
GUMUSHANE;GUMUSHANE MERKEZ;GUMUSHANE;KOSE;55
USAK;BANAZ;USAK;ULUBEY/USAK;55
GAZIANTEP;ARABAN;GAZIANTEP;NIZIP;55
TEKIRDAG;CORLU;TEKIRDAG;HAYRABOLU;55
DUZCE;CUMAYERI;DUZCE;GOLYAKA;55
DENIZLI;BAKLAN;DENIZLI;CAL;55
DIYARBAKIR;ERGANI;DIYARBAKIR;CINAR;55
SANLIURFA;HARRAN;SANLIURFA;VIRANSEHIR;55
CORUM;CORUM MERKEZ;CORUM;KARGI;54
CANKIRI;ORTA;CANKIRI;ILGAZ;54
AYDIN;KOSK;AYDIN;YENIPAZAR/AYDIN;54
CANKIRI;YAPRAKLI;CANKIRI;KURSUNLU;54
AYDIN;GERMENCIK;AYDIN;KOSK;54
TRABZON;SURMENE;TRABZON;KOPRUBASI/TRABZON;54
VAN;BASKALE;VAN;GURPINAR;54
BILECIK;SOGUT;BILECIK;OSMANELI;54
TRABZON;ARSIN;TRABZON;SURMENE;54
TOKAT;RESADIYE;TOKAT;ALMUS;54
BURSA;ORHANELI;BURSA;INEGOL;54
TRABZON;BESIKDUZU;TRABZON;SALPAZARI;54
SIVAS;SIVAS MERKEZ;SIVAS;ALTINYAYLA/SIVAS;54
AYDIN;KARACASU;AYDIN;YENIPAZAR/AYDIN;54
TOKAT;ERBAA;TOKAT;RESADIYE;54
SAMSUN;VEZIRKOPRU;SAMSUN;KAVAK;54
ZONGULDAK;GOKCEBEY;ZONGULDAK;ALAPLI;54
SINOP;AYANCIK;SINOP;GERZE;54
ANTALYA;GAZIPASA;ANTALYA;AKSU;54
AYDIN;BUHARKENT;AYDIN;SOKE;54
AGRI;AGRI MERKEZ;AGRI;TASLICAY;54
AGRI;DIYADIN;AGRI;PATNOS;54
AGRI;TASLICAY;AGRI;ELESKIRT;54
IZMIR;CIGLI;IZMIR;NARLIDERE;54
ISTANBUL;UMRANIYE;ISTANBUL;BEYLIKDUZU;54
AFYONKARAHISAR;DAZKIRI;AFYONKARAHISAR;BASMAKCI;54
IZMIR;KIRAZ;IZMIR;GUZELBAHCE;54
KAHRAMANMARAS;CAGLIYANCERIT;KAHRAMANMARAS;ELBISTAN;54
ISTANBUL;BASAKSEHIR;ISTANBUL;BAGCILAR;54
ISTANBUL;ADALAR;ISTANBUL;UMRANIYE;54
KONYA;KADINHANI;KONYA;EREGLI/KONYA;54
ISPARTA;KECIBORLU;ISPARTA;ULUBORLU;54
ESKISEHIR;MIHALICCIK;ESKISEHIR;CIFTELER;54
DIYARBAKIR;SILVAN;DIYARBAKIR;ERGANI;54
MALATYA;ARGUVAN;MALATYA;ARAPGIR;54
EDIRNE;HAVSA;EDIRNE;KESAN;54
RIZE;IKIZDERE;RIZE;CAYELI;54
RIZE;KALKANDERE;RIZE;FINDIKLI;54
MARDIN;MAZIDAGI;MARDIN;MIDYAT;54
DIYARBAKIR;BAGLAR;DIYARBAKIR;KOCAKOY;54
SAKARYA;FERIZLI;SAKARYA;KAYNARCA;54
ISTANBUL;AVCILAR;ISTANBUL;GAZIOSMANPASA;54
EDIRNE;MERIC;EDIRNE;HAVSA;54
ISTANBUL;BAYRAMPASA;ISTANBUL;BEYKOZ;54
DIYARBAKIR;YENISEHIR;DIYARBAKIR;DICLE;54
DIYARBAKIR;KOCAKOY;DIYARBAKIR;SILVAN;53
KIRIKKALE;CELEBI;KIRIKKALE;YAHSIHAN;53
KIRIKKALE;DELICE;KIRIKKALE;YAHSIHAN;53
KIRIKKALE;SULAKYURT;KIRIKKALE;BALISEYH;53
IZMIR;KINIK;IZMIR;BALCOVA;53
ISTANBUL;MALTEPE;ISTANBUL;BAGCILAR;53
KAYSERI;KOCASINAN;KAYSERI;TOMARZA;53
ISTANBUL;BESIKTAS;ISTANBUL;ARNAVUTKOY;53
KASTAMONU;PINARBASI/KASTAMONU;KASTAMONU;AZDAVAY;53
ISTANBUL;AVCILAR;ISTANBUL;GUNGOREN;53
IZMIR;BEYDAG;IZMIR;TIRE;53
KONYA;CUMRA;KONYA;BEYSEHIR;53
ANKARA;GOLBASI/ANKARA;ANKARA;BALA;53
DIYARBAKIR;YENISEHIR;DIYARBAKIR;KOCAKOY;53
TOKAT;ERBAA;TOKAT;ZILE;53
ANKARA;KIZILCAHAMAM;ANKARA;BEYPAZARI;53
TOKAT;ZILE;TOKAT;NIKSAR;53
USAK;KARAHALLI;USAK;SIVASLI;53
BURSA;BUYUKORHAN;BURSA;GURSU;53
TEKIRDAG;MARMARAEREGLISI;TEKIRDAG;CERKEZKOY;53
BURSA;MUDANYA;BURSA;GURSU;53
BURSA;ORHANELI;BURSA;BUYUKORHAN;53
YOZGAT;BOGAZLIYAN;YOZGAT;SEFAATLI;53
BURSA;ORHANGAZI;BURSA;GURSU;53
BALIKESIR;SAVASTEPE;BALIKESIR;IVRINDI;53
SAMSUN;ILKADIM;SAMSUN;ALACAM;53
CANAKKALE;BAYRAMIC;CANAKKALE;LAPSEKI;53
CANAKKALE;CAN;CANAKKALE;GOKCEADA;53
MALATYA;DOGANYOL;MALATYA;PUTURGE;53
MERSIN;ERDEMLI;MERSIN;ANAMUR;53
SAMSUN;AYVACIK/SAMSUN;SAMSUN;BAFRA;53
KUTAHYA;GEDIZ;KUTAHYA;CAVDARHISAR;53
ORDU;CATALPINAR;ORDU;KABATAS;53
KONYA;SARAYONU;KONYA;CIHANBEYLI;53
MANISA;KULA;MANISA;DEMIRCI;53
MANISA;AHMETLI;MANISA;AKHISAR;53
KONYA;SEYDISEHIR;KONYA;AKSEHIR;52
MARDIN;MIDYAT;MARDIN;YESILLI;52
SAMSUN;TEKKEKOY;SAMSUN;ONDOKUZMAYIS;52
SAKARYA;SERDIVAN;SAKARYA;AKYAZI;52
MUGLA;MUGLA MERKEZ;MUGLA;KAVAKLIDERE;52
SAKARYA;SERDIVAN;SAKARYA;KARASU;52
OSMANIYE;TOPRAKKALE;OSMANIYE;DUZICI;52
KONYA;KARATAY;KONYA;AKOREN;52
VAN;GURPINAR;VAN;GEVAS;52
MUGLA;YATAGAN;MUGLA;DATCA;52
KONYA;KARATAY;KONYA;KARAPINAR;52
SANLIURFA;BOZOVA;SANLIURFA;AKCAKALE;52
KONYA;SEYDISEHIR;KONYA;ILGIN;52
AGRI;DOGUBAYAZIT;AGRI;PATNOS;52
ISTANBUL;TUZLA;ISTANBUL;UMRANIYE;52
ISTANBUL;GAZIOSMANPASA;ISTANBUL;CATALCA;52
IZMIR;SELCUK;IZMIR;NARLIDERE;52
ANKARA;AKYURT;ANKARA;ELMADAG;52
KAHRAMANMARAS;ANDIRIN;KAHRAMANMARAS;PAZARCIK;52
IZMIR;MENEMEN;IZMIR;CESME;52
KILIS;MUSABEYLI;KILIS;POLATELI;52
ANKARA;POLATLI;ANKARA;CUBUK;52
ISTANBUL;BASAKSEHIR;ISTANBUL;GUNGOREN;52
HATAY;SAMANDAGI;HATAY;KIRIKHAN;52
ERZURUM;NARMAN;ERZURUM;HORASAN;52
GUMUSHANE;GUMUSHANE MERKEZ;GUMUSHANE;SIRAN;52
IZMIR;BEYDAG;IZMIR;CIGLI;52
KASTAMONU;DEVREKANI;KASTAMONU;INEBOLU;52
KONYA;DOGANHISAR;KONYA;EREGLI/KONYA;52
DENIZLI;CAMELI;DENIZLI;HONAZ;52
CANKIRI;CANKIRI MERKEZ;CANKIRI;ATKARACALAR;52
IGDIR;KARAKOYUNLU;IGDIR;ARALIK;52
DIYARBAKIR;SUR;DIYARBAKIR;HAZRO;52
CORUM;ORTAKOY/CORUM;CORUM;ALACA;52
DIYARBAKIR;LICE;DIYARBAKIR;HANI;52
ARTVIN;SAVSAT;ARTVIN;MURGUL;52
ARTVIN;ARDANUC;ARTVIN;SAVSAT;52
ESKISEHIR;BEYLIKOVA;ESKISEHIR;SIVRIHISAR;52
GIRESUN;GIRESUN MERKEZ;GIRESUN;GORELE;52
BINGOL;GENC;BINGOL;KIGI;52
CORUM;LACIN;CORUM;OSMANCIK;51
ISTANBUL;BAHCELIEVLER;ISTANBUL;TUZLA;51
BALIKESIR;GONEN/BALIKESIR;BALIKESIR;BURHANIYE;51
GIRESUN;TIREBOLU;GIRESUN;BULANCAK;51
CANAKKALE;YENICE/CANAKKALE;CANAKKALE;LAPSEKI;51
ANTALYA;KONYAALTI;ANTALYA;AKSU;51
ANTALYA;MURATPASA;ANTALYA;AKSEKI;51
ANTALYA;MURATPASA;ANTALYA;DEMRE;51
ERZURUM;ERZURUM MERKEZ;ERZURUM;TEKMAN;51
ELAZIG;ALACAKAYA;ELAZIG;PALU;51
DIYARBAKIR;HAZRO;DIYARBAKIR;ERGANI;51
CANAKKALE;CANAKKALE MERKEZ;CANAKKALE;BOZCAADA;51
ESKISEHIR;ALPU;ESKISEHIR;BEYLIKOVA;51
GIRESUN;DERELI;GIRESUN;SEBINKARAHISAR;51
HATAY;ISKENDERUN;HATAY;ALTINOZU;51
BALIKESIR;IVRINDI;BALIKESIR;BALYA;51
ERZURUM;KARACOBAN;ERZURUM;KARAYAZI;51
GIRESUN;GIRESUN MERKEZ;GIRESUN;TIREBOLU;51
ANKARA;MAMAK;ANKARA;CUBUK;51
DIYARBAKIR;YENISEHIR;DIYARBAKIR;BISMIL;51
TOKAT;ZILE;TOKAT;ERBAA;51
AFYONKARAHISAR;DAZKIRI;AFYONKARAHISAR;EVCILER;51
YOZGAT;SEFAATLI;YOZGAT;BOGAZLIYAN;51
ANKARA;POLATLI;ANKARA;NALLIHAN;51
ORDU;ULUBEY/ORDU;ORDU;GULYALI;51
MANISA;SARUHANLI;MANISA;DEMIRCI;51
MUGLA;KAVAKLIDERE;MUGLA;DALAMAN;51
SIVAS;ZARA;SIVAS;DIVRIGI;51
MUGLA;KOYCEGIZ;MUGLA;BODRUM;51
KASTAMONU;KASTAMONU MERKEZ;KASTAMONU;BOZKURT/KASTAMONU;51
KONYA;YUNAK;KONYA;SARAYONU;51
KIRIKKALE;KESKIN;KIRIKKALE;DELICE;51
ISTANBUL;GUNGOREN;ISTANBUL;ARNAVUTKOY;51
MERSIN;SILIFKE;MERSIN;AYDINCIK/ICEL;51
IZMIR;BAYINDIR;IZMIR;CESME;51
RIZE;DEREPAZARI;RIZE;IYIDERE;51
ORDU;GURGENTEPE;ORDU;UNYE;51
KASTAMONU;ARAC;KASTAMONU;IHSANGAZI;51
KARAMAN;KARAMAN MERKEZ;KARAMAN;SARIVELILER;51
KOCAELI;KORFEZ;KOCAELI;DARICA;51
IZMIR;BUCA;IZMIR;DIKILI;51
IZMIR;BAYRAKLI;IZMIR;DIKILI;51
KARABUK;OVACIK/KARABUK;KARABUK;ESKIPAZAR;51
KONYA;CUMRA;KONYA;AKOREN;51
SAKARYA;SAPANCA;SAKARYA;HENDEK;50
KASTAMONU;KASTAMONU MERKEZ;KASTAMONU;KURE;50
NEVSEHIR;HACIBEKTAS;NEVSEHIR;URGUP;50
MANISA;GORDES;MANISA;KIRKAGAC;50
IZMIR;MENDERES;IZMIR;TIRE;50
ISTANBUL;MALTEPE;ISTANBUL;GAZIOSMANPASA;50
KASTAMONU;TOSYA;KASTAMONU;ARAC;50
KARAMAN;ERMENEK;KARAMAN;SARIVELILER;50
KASTAMONU;AGLI;KASTAMONU;KURE;50
KIRIKKALE;YAHSIHAN;KIRIKKALE;BAHSILI;50
ISTANBUL;UMRANIYE;ISTANBUL;BAYRAMPASA;50
IZMIR;MENEMEN;IZMIR;URLA;50
ORDU;AYBASTI;ORDU;UNYE;50
SAMSUN;ATAKUM;SAMSUN;CARSAMBA;50
IZMIR;BUCA;IZMIR;KARABURUN;50
KIRKLARELI;VIZE;KIRKLARELI;BABAESKI;50
KARS;AKYAKA;KARS;ARPACAY;50
KOCAELI;GOLCUK;KOCAELI;DARICA;50
KIRSEHIR;BOZTEPE;KIRSEHIR;CICEKDAGI;50
IZMIR;BAYINDIR;IZMIR;BERGAMA;50
KAYSERI;TALAS;KAYSERI;TOMARZA;50
ISTANBUL;KARTAL;ISTANBUL;BAYRAMPASA;50
IZMIR;KARSIYAKA;IZMIR;TIRE;50
ISTANBUL;PENDIK;ISTANBUL;KUCUKCEKMECE;50
KONYA;CUMRA;KONYA;CIHANBEYLI;50
CANKIRI;KURSUNLU;CANKIRI;SABANOZU;50
AYDIN;KOCARLI;AYDIN;SULTANHISAR;50
CANKIRI;SABANOZU;CANKIRI;ORTA;50
ANKARA;AYAS;ANKARA;GOLBASI/ANKARA;50
ANTALYA;KUMLUCA;ANTALYA;SERIK;50
BURSA;KELES;BURSA;ORHANGAZI;50
ANKARA;EVREN;ANKARA;PURSAKLAR;50
BALIKESIR;BANDIRMA;BALIKESIR;BURHANIYE;50
CORUM;CORUM MERKEZ;CORUM;OGUZLAR;50
ISPARTA;ISPARTA MERKEZ;ISPARTA;SENIRKENT;50
ISPARTA;ISPARTA MERKEZ;ISPARTA;SARKIKARAAGAC;50
HATAY;YAYLADAG;HATAY;ERZIN;50
CORUM;DODURGA;CORUM;OGUZLAR;50
AYDIN;BOZDOGAN;AYDIN;GERMENCIK;50
ISPARTA;ISPARTA MERKEZ;ISPARTA;SUTCULER;50
CANKIRI;ATKARACALAR;CANKIRI;KURSUNLU;50
ELAZIG;KEBAN;ELAZIG;AGIN;50
YOZGAT;YENIFAKILI;YOZGAT;YOZGAT MERKEZ;50
YOZGAT;YOZGAT MERKEZ;YOZGAT;CEKEREK;50
CORUM;OSMANCIK;CORUM;SUNGURLU;50
ISPARTA;YALVAC;ISPARTA;ULUBORLU;50
GIRESUN;GIRESUN MERKEZ;GIRESUN;ESPIYE;50
SIRNAK;IDIL;SIRNAK;SIRNAK MERKEZ;50
TRABZON;MACKA;TRABZON;ARAKLI;49
YOZGAT;YOZGAT MERKEZ;YOZGAT;CAYIRALAN;49
VAN;CATAK;VAN;GURPINAR;49
ANTALYA;MURATPASA;ANTALYA;GAZIPASA;49
VAN;MURADIYE;VAN;EDREMIT/VAN;49
VAN;OZALP;VAN;CALDIRAN;49
SIVAS;YILDIZELI;SIVAS;DIVRIGI;49
YALOVA;ARMUTLU;YALOVA;YALOVA MERKEZ;49
ANTALYA;KAS;ANTALYA;ALANYA;49
ORDU;ULUBEY/ORDU;ORDU;KABADUZ;49
MANISA;SOMA;MANISA;SALIHLI;49
AGRI;TUTAK;AGRI;HAMUR;49
ADANA;CEYHAN;ADANA;KARATAS;49
AFYONKARAHISAR;COBANLAR;AFYONKARAHISAR;EMIRDAG;49
MANISA;KIRKAGAC;MANISA;SALIHLI;49
KONYA;HADIM;KONYA;BOZKIR;49
KONYA;ILGIN;KONYA;ALTINEKIN;49
KONYA;KARAPINAR;KONYA;ALTINEKIN;49
KONYA;KADINHANI;KONYA;SEYDISEHIR;49
ISTANBUL;MALTEPE;ISTANBUL;SILIVRI;49
MERSIN;SILIFKE;MERSIN;BOZYAZI;49
ORDU;CAYBASI;ORDU;AKKUS;49
KASTAMONU;SEYDILER;KASTAMONU;KURE;49
SAMSUN;CARSAMBA;SAMSUN;HAVZA;49
RIZE;IKIZDERE;RIZE;KALKANDERE;49
KONYA;BEYSEHIR;KONYA;EREGLI/KONYA;49
IZMIR;KARABAGLAR;IZMIR;KARABURUN;49
MANISA;DEMIRCI;MANISA;KIRKAGAC;49
ISTANBUL;UMRANIYE;ISTANBUL;BUYUKCEKMECE;49
KUTAHYA;ASLANAPA;KUTAHYA;GEDIZ;49
KOCAELI;DERINCE;KOCAELI;CAYIROVA;49
SAKARYA;FERIZLI;SAKARYA;SAPANCA;49
ISTANBUL;MALTEPE;ISTANBUL;ESENYURT;49
IZMIR;BUCA;IZMIR;SELCUK;49
IZMIR;KIRAZ;IZMIR;MENEMEN;49
ISPARTA;EGIRDIR;ISPARTA;GELENDOST;49
KONYA;DOGANHISAR;KONYA;KADINHANI;49
DENIZLI;TAVAS;DENIZLI;BABADAG;49
ISTANBUL;PENDIK;ISTANBUL;BEYOGLU;49
ISTANBUL;ZEYTINBURNU;ISTANBUL;SULTANBEYLI;49
GUMUSHANE;KURTUN;GUMUSHANE;TORUL;49
ERZINCAN;ERZINCAN MERKEZ;ERZINCAN;ILIC;49
ELAZIG;SIVRICE;ELAZIG;KOVANCILAR;49
DIYARBAKIR;BAGLAR;DIYARBAKIR;DICLE;49
ESKISEHIR;ALPU;ESKISEHIR;SEYITGAZI;49
HATAY;ISKENDERUN;HATAY;YAYLADAG;49
