from_city;from_district;to_city;sum
ANTALYA;MURATPASA;AGRI;9
ANTALYA;MURATPASA;AKSARAY;15
ANTALYA;MURATPASA;AMASYA;24
ANTALYA;MURATPASA;ANKARA;1699
ANTALYA;MURATPASA;ARDAHAN;1
ANTALYA;MURATPASA;ARTVIN;13
ANTALYA;MURATPASA;AYDIN;222
ANTALYA;MURATPASA;BALIKESIR;102
ANTALYA;MURATPASA;BARTIN;9
ANTALYA;MURATPASA;BATMAN;35
ANTALYA;MURATPASA;BAYBURT;4
ANTALYA;MURATPASA;BILECIK;17
ANTALYA;MURATPASA;BINGOL;4
ANTALYA;MURATPASA;BITLIS;1
ANTALYA;MURATPASA;BOLU;27
ANTALYA;MURATPASA;BURDUR;393
ANTALYA;MURATPASA;BURSA;203
ANTALYA;MURATPASA;CANAKKALE;53
ANTALYA;MURATPASA;CANKIRI;16
ANTALYA;MURATPASA;CORUM;24
ANTALYA;MURATPASA;DENIZLI;139
ANTALYA;MURATPASA;DIYARBAKIR;44
ANTALYA;MURATPASA;DUZCE;11
ANTALYA;MURATPASA;EDIRNE;39
ANTALYA;MURATPASA;ELAZIG;8
ANTALYA;MURATPASA;ERZINCAN;7
ANTALYA;MURATPASA;ERZURUM;37
ANTALYA;MURATPASA;ESKISEHIR;259
ANTALYA;MURATPASA;GAZIANTEP;51
ANTALYA;MURATPASA;GIRESUN;12
ANTALYA;MURATPASA;GUMUSHANE;9
ANTALYA;MURATPASA;HAKKARI;7
ANTALYA;MURATPASA;HATAY;48
ANTALYA;MURATPASA;IGDIR;9
ANTALYA;MURATPASA;ISPARTA;473
ANTALYA;MURATPASA;ISTANBUL;3513
ANTALYA;MURATPASA;IZMIR;1573
ANTALYA;MURATPASA;KAHRAMANMARAS;40
ANTALYA;MURATPASA;KARAMAN;57
ANTALYA;MURATPASA;KARS;5
ANTALYA;MURATPASA;KASTAMONU;16
ANTALYA;MURATPASA;KAYSERI;59
ANTALYA;MURATPASA;KILIS;2
ANTALYA;MURATPASA;KIRIKKALE;14
ANTALYA;MURATPASA;KIRKLARELI;17
ANTALYA;MURATPASA;KIRSEHIR;12
ANTALYA;MURATPASA;KOCAELI;183
ANTALYA;MURATPASA;KONYA;267
ANTALYA;MURATPASA;KUTAHYA;37
ANTALYA;MURATPASA;MALATYA;36
ANTALYA;MURATPASA;MANISA;91
ANTALYA;MURATPASA;MARDIN;64
ANTALYA;MURATPASA;MERSIN;165
ANTALYA;MURATPASA;MUGLA;312
ANTALYA;MURATPASA;MUS;7
ANTALYA;MURATPASA;NEVSEHIR;10
ANTALYA;MURATPASA;NIGDE;23
ANTALYA;MURATPASA;ORDU;11
ANTALYA;MURATPASA;OSMANIYE;3
ANTALYA;MURATPASA;RIZE;6
ANTALYA;MURATPASA;SAKARYA;46
ANTALYA;MURATPASA;SAMSUN;61
ANTALYA;MURATPASA;SANLIURFA;27
ANTALYA;MURATPASA;SIIRT;2
ANTALYA;MURATPASA;SINOP;9
ANTALYA;MURATPASA;SIRNAK;26
ANTALYA;MURATPASA;SIVAS;28
ANTALYA;MURATPASA;TEKIRDAG;99
ANTALYA;MURATPASA;TOKAT;13
ANTALYA;MURATPASA;TRABZON;27
ANTALYA;MURATPASA;TUNCELI;16
ANTALYA;MURATPASA;USAK;14
ANTALYA;MURATPASA;VAN;30
ANTALYA;MURATPASA;YALOVA;31
ANTALYA;MURATPASA;YOZGAT;8
ANTALYA;MURATPASA;ZONGULDAK;43
ANTALYA;SERIK;ADANA;36
ANTALYA;SERIK;ADIYAMAN;5
ANTALYA;SERIK;AFYONKARAHISAR;102
ANTALYA;SERIK;AGRI;10
ANTALYA;SERIK;AKSARAY;36
ANTALYA;SERIK;AMASYA;5
ANTALYA;SERIK;ANKARA;433
ANTALYA;SERIK;ARDAHAN;7
ANTALYA;SERIK;ARTVIN;4
ANTALYA;SERIK;AYDIN;106
ANTALYA;SERIK;BALIKESIR;47
ANTALYA;SERIK;BARTIN;4
ANTALYA;SERIK;BATMAN;11
ANTALYA;SERIK;BILECIK;12
ANTALYA;SERIK;BINGOL;12
ANTALYA;SERIK;BITLIS;8
ANTALYA;SERIK;BOLU;8
ANTALYA;SERIK;BURDUR;249
ANTALYA;SERIK;BURSA;104
ANTALYA;SERIK;CANAKKALE;31
ANTALYA;SERIK;CANKIRI;6
ANTALYA;SERIK;CORUM;10
ANTALYA;SERIK;DENIZLI;68
ANTALYA;SERIK;DIYARBAKIR;18
ANTALYA;SERIK;DUZCE;5
ANTALYA;SERIK;EDIRNE;12
ANTALYA;SERIK;ELAZIG;5
ANTALYA;SERIK;ERZINCAN;6
ANTALYA;SERIK;ERZURUM;39
ANTALYA;SERIK;ESKISEHIR;105
ANTALYA;SERIK;GAZIANTEP;11
ANTALYA;SERIK;GIRESUN;6
ANTALYA;SERIK;GUMUSHANE;5
ANTALYA;SERIK;HATAY;14
ANTALYA;SERIK;IGDIR;4
ANTALYA;SERIK;ISPARTA;486
ANTALYA;SERIK;ISTANBUL;815
ANTALYA;SERIK;IZMIR;427
ANTALYA;SERIK;KAHRAMANMARAS;30
ANTALYA;SERIK;KARABUK;3
ANTALYA;SERIK;KARAMAN;40
ANTALYA;SERIK;KARS;12
ANTALYA;SERIK;KASTAMONU;12
ANTALYA;SERIK;KAYSERI;23
ANTALYA;SERIK;KILIS;2
ANTALYA;SERIK;KIRIKKALE;8
ANTALYA;SERIK;KIRKLARELI;8
ANTALYA;SERIK;KIRSEHIR;7
ANTALYA;SERIK;KOCAELI;41
ANTALYA;SERIK;KONYA;282
ANTALYA;SERIK;KUTAHYA;29
ANTALYA;SERIK;MALATYA;8
ANTALYA;SERIK;MANISA;66
ANTALYA;SERIK;MARDIN;24
ANTALYA;SERIK;MERSIN;67
ANTALYA;SERIK;MUGLA;129
ANTALYA;SERIK;MUS;10
ANTALYA;SERIK;NEVSEHIR;10
ANTALYA;SERIK;NIGDE;27
ANTALYA;SERIK;ORDU;16
ANTALYA;SERIK;OSMANIYE;10
ANTALYA;SERIK;SAKARYA;25
ANTALYA;SERIK;SAMSUN;19
ANTALYA;SERIK;SANLIURFA;22
ANTALYA;SERIK;SIIRT;7
ANTALYA;SERIK;SIRNAK;11
ANTALYA;SERIK;SIVAS;20
ANTALYA;SERIK;TEKIRDAG;15
ANTALYA;SERIK;TOKAT;17
ANTALYA;SERIK;TRABZON;17
ANTALYA;SERIK;TUNCELI;2
ANTALYA;SERIK;USAK;25
ANTALYA;SERIK;VAN;10
ANTALYA;SERIK;YALOVA;6
ANTALYA;SERIK;YOZGAT;19
ANTALYA;SERIK;ZONGULDAK;15
ARDAHAN;ARDAHAN MERKEZ;ADANA;124
ARDAHAN;ARDAHAN MERKEZ;ADIYAMAN;8
ARDAHAN;ARDAHAN MERKEZ;AFYONKARAHISAR;62
ARDAHAN;ARDAHAN MERKEZ;AGRI;21
ARDAHAN;ARDAHAN MERKEZ;AKSARAY;29
ARDAHAN;ARDAHAN MERKEZ;AMASYA;27
ARDAHAN;ARDAHAN MERKEZ;ANKARA;6807
ARDAHAN;ARDAHAN MERKEZ;ANTALYA;428
ARDAHAN;ARDAHAN MERKEZ;ARTVIN;173
ARDAHAN;ARDAHAN MERKEZ;AYDIN;374
ARDAHAN;ARDAHAN MERKEZ;BALIKESIR;304
ARDAHAN;ARDAHAN MERKEZ;BARTIN;26
ARDAHAN;ARDAHAN MERKEZ;BATMAN;18
ARDAHAN;ARDAHAN MERKEZ;BAYBURT;6
ARDAHAN;ARDAHAN MERKEZ;BILECIK;45
ARDAHAN;ARDAHAN MERKEZ;BINGOL;10
ARDAHAN;ARDAHAN MERKEZ;BITLIS;17
ARDAHAN;ARDAHAN MERKEZ;BOLU;63
ARDAHAN;ARDAHAN MERKEZ;BURDUR;9
ARDAHAN;ARDAHAN MERKEZ;BURSA;4736
ARDAHAN;ARDAHAN MERKEZ;CANAKKALE;106
ARDAHAN;ARDAHAN MERKEZ;CANKIRI;48
ARDAHAN;ARDAHAN MERKEZ;CORUM;30
ARDAHAN;ARDAHAN MERKEZ;DENIZLI;103
ARDAHAN;ARDAHAN MERKEZ;DIYARBAKIR;48
ARDAHAN;ARDAHAN MERKEZ;DUZCE;39
ARDAHAN;ARDAHAN MERKEZ;EDIRNE;97
ARDAHAN;ARDAHAN MERKEZ;ELAZIG;64
ARDAHAN;ARDAHAN MERKEZ;ERZINCAN;51
ARDAHAN;ARDAHAN MERKEZ;ERZURUM;298
ARDAHAN;ARDAHAN MERKEZ;ESKISEHIR;168
ARDAHAN;ARDAHAN MERKEZ;GAZIANTEP;53
ARDAHAN;ARDAHAN MERKEZ;GIRESUN;28
ARDAHAN;ARDAHAN MERKEZ;GUMUSHANE;11
ARDAHAN;ARDAHAN MERKEZ;HAKKARI;13
ARDAHAN;ARDAHAN MERKEZ;HATAY;46
ARDAHAN;ARDAHAN MERKEZ;IGDIR;70
ARDAHAN;ARDAHAN MERKEZ;ISPARTA;74
ARDAHAN;ARDAHAN MERKEZ;ISTANBUL;43991
ARDAHAN;ARDAHAN MERKEZ;IZMIR;3494
ARDAHAN;ARDAHAN MERKEZ;KAHRAMANMARAS;24
ARDAHAN;ARDAHAN MERKEZ;KARABUK;24
ARDAHAN;ARDAHAN MERKEZ;KARAMAN;13
ARDAHAN;ARDAHAN MERKEZ;KARS;728
ARDAHAN;ARDAHAN MERKEZ;KASTAMONU;18
ARDAHAN;ARDAHAN MERKEZ;KAYSERI;245
ARDAHAN;ARDAHAN MERKEZ;KIRIKKALE;65
ARDAHAN;ARDAHAN MERKEZ;KIRKLARELI;120
ARDAHAN;ARDAHAN MERKEZ;KIRSEHIR;114
ARDAHAN;ARDAHAN MERKEZ;KOCAELI;9924
ARDAHAN;ARDAHAN MERKEZ;KONYA;135
ARDAHAN;ARDAHAN MERKEZ;KUTAHYA;81
ARDAHAN;ARDAHAN MERKEZ;MALATYA;32
ARDAHAN;ARDAHAN MERKEZ;MANISA;295
ARDAHAN;ARDAHAN MERKEZ;MARDIN;24
ARDAHAN;ARDAHAN MERKEZ;MERSIN;163
ARDAHAN;ARDAHAN MERKEZ;MUGLA;179
ARDAHAN;ARDAHAN MERKEZ;MUS;5
ARDAHAN;ARDAHAN MERKEZ;NEVSEHIR;33
ARDAHAN;ARDAHAN MERKEZ;NIGDE;13
ARDAHAN;ARDAHAN MERKEZ;ORDU;32
ARDAHAN;ARDAHAN MERKEZ;OSMANIYE;7
ARDAHAN;ARDAHAN MERKEZ;RIZE;140
ARDAHAN;ARDAHAN MERKEZ;SAKARYA;256
ARDAHAN;ARDAHAN MERKEZ;SAMSUN;96
ARDAHAN;ARDAHAN MERKEZ;SANLIURFA;24
ARDAHAN;ARDAHAN MERKEZ;SIIRT;2
ARDAHAN;ARDAHAN MERKEZ;SINOP;12
ARDAHAN;ARDAHAN MERKEZ;SIRNAK;18
ARDAHAN;ARDAHAN MERKEZ;SIVAS;84
ARDAHAN;ARDAHAN MERKEZ;TEKIRDAG;498
ARDAHAN;ARDAHAN MERKEZ;TOKAT;40
ARDAHAN;ARDAHAN MERKEZ;TRABZON;62
ARDAHAN;ARDAHAN MERKEZ;TUNCELI;24
ARDAHAN;ARDAHAN MERKEZ;USAK;28
ARDAHAN;ARDAHAN MERKEZ;VAN;64
ARDAHAN;ARDAHAN MERKEZ;YALOVA;374
ARDAHAN;ARDAHAN MERKEZ;YOZGAT;29
ARDAHAN;ARDAHAN MERKEZ;ZONGULDAK;424
ARDAHAN;CILDIR;ADANA;126
ARDAHAN;CILDIR;ADIYAMAN;6
ARDAHAN;CILDIR;AFYONKARAHISAR;28
ARDAHAN;CILDIR;AGRI;17
ARDAHAN;CILDIR;AKSARAY;4
ARDAHAN;CILDIR;AMASYA;11
ARDAHAN;CILDIR;ANKARA;1380
ARDAHAN;CILDIR;ANTALYA;154
ARDAHAN;CILDIR;ARTVIN;3
ARDAHAN;CILDIR;AYDIN;386
ARDAHAN;CILDIR;BALIKESIR;121
ARDAHAN;CILDIR;BARTIN;18
ARDAHAN;CILDIR;BATMAN;7
ARDAHAN;CILDIR;BAYBURT;3
ARDAHAN;CILDIR;BILECIK;21
ARDAHAN;CILDIR;BINGOL;12
ARDAHAN;CILDIR;BITLIS;2
ARDAHAN;CILDIR;BOLU;61
ARDAHAN;CILDIR;BURDUR;5
ARDAHAN;CILDIR;BURSA;518
ARDAHAN;CILDIR;CANAKKALE;36
ARDAHAN;CILDIR;CANKIRI;30
ARDAHAN;CILDIR;CORUM;9
ARDAHAN;CILDIR;DENIZLI;24
ARDAHAN;CILDIR;DIYARBAKIR;29
ARDAHAN;CILDIR;DUZCE;20
ARDAHAN;CILDIR;EDIRNE;77
ARDAHAN;CILDIR;ELAZIG;10
ARDAHAN;CILDIR;ERZINCAN;20
ARDAHAN;CILDIR;ERZURUM;109
ARDAHAN;CILDIR;ESKISEHIR;143
ARDAHAN;CILDIR;GAZIANTEP;20
ARDAHAN;CILDIR;GIRESUN;13
ARDAHAN;CILDIR;GUMUSHANE;3
ARDAHAN;CILDIR;HAKKARI;4
ARDAHAN;CILDIR;HATAY;61
ARDAHAN;CILDIR;IGDIR;18
ARDAHAN;CILDIR;ISPARTA;33
ARDAHAN;CILDIR;ISTANBUL;27079
ARDAHAN;CILDIR;IZMIR;1607
ARDAHAN;CILDIR;KAHRAMANMARAS;13
ARDAHAN;CILDIR;KARABUK;16
ARDAHAN;CILDIR;KARAMAN;13
ARDAHAN;CILDIR;KARS;465
ARDAHAN;CILDIR;KASTAMONU;8
ARDAHAN;CILDIR;KAYSERI;37
ARDAHAN;CILDIR;KILIS;3
ARDAHAN;CILDIR;KIRIKKALE;17
ARDAHAN;CILDIR;KIRKLARELI;41
ARDAHAN;CILDIR;KIRSEHIR;4
ARDAHAN;CILDIR;KOCAELI;6045
ARDAHAN;CILDIR;KONYA;70
ARDAHAN;CILDIR;KUTAHYA;19
ARDAHAN;CILDIR;MALATYA;19
ARDAHAN;CILDIR;MANISA;137
ARDAHAN;CILDIR;MARDIN;16
ARDAHAN;CILDIR;MERSIN;45
ARDAHAN;CILDIR;MUGLA;47
ARDAHAN;CILDIR;MUS;8
ARDAHAN;CILDIR;NEVSEHIR;5
ARDAHAN;CILDIR;NIGDE;5
ARDAHAN;CILDIR;ORDU;18
ARDAHAN;CILDIR;OSMANIYE;7
ARDAHAN;CILDIR;RIZE;8
ARDAHAN;CILDIR;SAKARYA;91
ARDAHAN;CILDIR;SAMSUN;44
ARDAHAN;CILDIR;SANLIURFA;6
ARDAHAN;CILDIR;SIIRT;3
ARDAHAN;CILDIR;SINOP;7
ARDAHAN;CILDIR;SIRNAK;6
ARDAHAN;CILDIR;SIVAS;25
ARDAHAN;CILDIR;TEKIRDAG;627
ARDAHAN;CILDIR;TOKAT;14
ARDAHAN;CILDIR;TRABZON;35
ARDAHAN;CILDIR;TUNCELI;6
ARDAHAN;CILDIR;USAK;12
ARDAHAN;CILDIR;VAN;16
ARDAHAN;CILDIR;YALOVA;354
ARDAHAN;CILDIR;YOZGAT;5
ARDAHAN;CILDIR;ZONGULDAK;88
ARDAHAN;DAMAL;ADANA;3
ARDAHAN;DAMAL;ADIYAMAN;1
ARDAHAN;DAMAL;AFYONKARAHISAR;1
ARDAHAN;DAMAL;AGRI;1
ARDAHAN;DAMAL;AMASYA;2
ARDAHAN;DAMAL;ANKARA;201
ARDAHAN;DAMAL;ANTALYA;31
ARDAHAN;DAMAL;ARTVIN;10
ARDAHAN;DAMAL;AYDIN;36
ARDAHAN;DAMAL;BALIKESIR;27
ARDAHAN;DAMAL;BARTIN;2
ARDAHAN;DAMAL;BAYBURT;1
ARDAHAN;DAMAL;BILECIK;36
ARDAHAN;DAMAL;BITLIS;1
ARDAHAN;DAMAL;BOLU;6
ARDAHAN;DAMAL;BURDUR;1
ARDAHAN;DAMAL;BURSA;67
ARDAHAN;DAMAL;CANAKKALE;4
ARDAHAN;DAMAL;CANKIRI;2
ARDAHAN;DAMAL;CORUM;1
ARDAHAN;DAMAL;DIYARBAKIR;7
ARDAHAN;DAMAL;DUZCE;2
ARDAHAN;DAMAL;EDIRNE;7
ARDAHAN;DAMAL;ELAZIG;1
ARDAHAN;DAMAL;ERZINCAN;1
ARDAHAN;DAMAL;ERZURUM;7
ARDAHAN;DAMAL;ESKISEHIR;7
ARDAHAN;DAMAL;GAZIANTEP;3
ARDAHAN;DAMAL;GIRESUN;2
ARDAHAN;DAMAL;HATAY;3
ARDAHAN;DAMAL;IGDIR;3
ARDAHAN;DAMAL;ISPARTA;12
ARDAHAN;DAMAL;ISTANBUL;10159
ARDAHAN;DAMAL;IZMIR;213
ARDAHAN;DAMAL;KAHRAMANMARAS;3
ARDAHAN;DAMAL;KARABUK;1
ARDAHAN;DAMAL;KARS;23
ARDAHAN;DAMAL;KASTAMONU;1
ARDAHAN;DAMAL;KAYSERI;7
ARDAHAN;DAMAL;KIRKLARELI;8
ARDAHAN;DAMAL;KIRSEHIR;2
ARDAHAN;DAMAL;KOCAELI;257
ARDAHAN;DAMAL;KONYA;4
ARDAHAN;DAMAL;KUTAHYA;9
ARDAHAN;DAMAL;MALATYA;4
ARDAHAN;DAMAL;MANISA;4
ARDAHAN;DAMAL;MARDIN;2
ARDAHAN;DAMAL;MERSIN;8
ARDAHAN;DAMAL;MUGLA;21
ARDAHAN;DAMAL;NEVSEHIR;13
ARDAHAN;DAMAL;ORDU;1
ARDAHAN;DAMAL;RIZE;2
ARDAHAN;DAMAL;SAKARYA;13
ARDAHAN;DAMAL;SAMSUN;4
ARDAHAN;DAMAL;SINOP;1
ARDAHAN;DAMAL;SIVAS;4
ARDAHAN;DAMAL;TEKIRDAG;43
ARDAHAN;DAMAL;TOKAT;1
ARDAHAN;DAMAL;TRABZON;7
ARDAHAN;DAMAL;TUNCELI;2
ARDAHAN;DAMAL;USAK;1
ARDAHAN;DAMAL;VAN;1
ARDAHAN;DAMAL;YALOVA;12
ARDAHAN;DAMAL;ZONGULDAK;21
ARDAHAN;GOLE;ADANA;98
ARDAHAN;GOLE;ADIYAMAN;10
ARDAHAN;GOLE;AFYONKARAHISAR;57
ARDAHAN;GOLE;AGRI;24
ARDAHAN;GOLE;AKSARAY;15
ARDAHAN;GOLE;AMASYA;36
ARDAHAN;GOLE;ANKARA;9524
ARDAHAN;GOLE;ANTALYA;360
ARDAHAN;GOLE;ARTVIN;91
ARDAHAN;GOLE;AYDIN;396
ARDAHAN;GOLE;BALIKESIR;244
ARDAHAN;GOLE;BARTIN;12
ARDAHAN;GOLE;BATMAN;4
ARDAHAN;GOLE;BAYBURT;2
ARDAHAN;GOLE;BILECIK;32
ARDAHAN;GOLE;BINGOL;14
ARDAHAN;GOLE;BITLIS;10
ARDAHAN;GOLE;BOLU;45
ARDAHAN;GOLE;BURDUR;7
ARDAHAN;GOLE;BURSA;1798
ARDAHAN;GOLE;CANAKKALE;75
ARDAHAN;GOLE;CANKIRI;42
ARDAHAN;GOLE;CORUM;22
ARDAHAN;GOLE;DENIZLI;61
ARDAHAN;GOLE;DIYARBAKIR;28
ARDAHAN;GOLE;DUZCE;26
ARDAHAN;GOLE;EDIRNE;48
ARDAHAN;GOLE;ELAZIG;26
ARDAHAN;GOLE;ERZINCAN;142
ARDAHAN;GOLE;ERZURUM;286
ARDAHAN;GOLE;ESKISEHIR;136
ARDAHAN;GOLE;GAZIANTEP;37
ARDAHAN;GOLE;GIRESUN;14
ARDAHAN;GOLE;GUMUSHANE;7
ARDAHAN;GOLE;HAKKARI;16
ARDAHAN;GOLE;HATAY;34
ARDAHAN;GOLE;IGDIR;38
ARDAHAN;GOLE;ISPARTA;45
ARDAHAN;GOLE;ISTANBUL;40854
ARDAHAN;GOLE;IZMIR;5402
ARDAHAN;GOLE;KAHRAMANMARAS;17
ARDAHAN;GOLE;KARABUK;22
ARDAHAN;GOLE;KARAMAN;118
ARDAHAN;GOLE;KARS;632
ARDAHAN;GOLE;KASTAMONU;19
ARDAHAN;GOLE;KAYSERI;234
ARDAHAN;GOLE;KILIS;1
ARDAHAN;GOLE;KIRIKKALE;44
ARDAHAN;GOLE;KIRKLARELI;83
ARDAHAN;GOLE;KIRSEHIR;156
ARDAHAN;GOLE;KOCAELI;3133
ARDAHAN;GOLE;KONYA;297
ARDAHAN;GOLE;KUTAHYA;76
ARDAHAN;GOLE;MALATYA;19
ARDAHAN;GOLE;MANISA;1286
ARDAHAN;GOLE;MARDIN;26
ARDAHAN;GOLE;MERSIN;139
ARDAHAN;GOLE;MUGLA;88
ARDAHAN;GOLE;MUS;5
ARDAHAN;GOLE;NEVSEHIR;38
ARDAHAN;GOLE;NIGDE;27
ARDAHAN;GOLE;ORDU;24
ARDAHAN;GOLE;OSMANIYE;11
ARDAHAN;GOLE;RIZE;142
ARDAHAN;GOLE;SAKARYA;160
ARDAHAN;GOLE;SAMSUN;50
ARDAHAN;GOLE;SANLIURFA;15
ARDAHAN;GOLE;SIIRT;8
ARDAHAN;GOLE;SINOP;7
ARDAHAN;GOLE;SIRNAK;3
ARDAHAN;GOLE;SIVAS;44
ARDAHAN;GOLE;TEKIRDAG;438
ARDAHAN;GOLE;TOKAT;26
ARDAHAN;GOLE;TRABZON;93
ARDAHAN;GOLE;TUNCELI;18
ARDAHAN;GOLE;USAK;38
ARDAHAN;GOLE;VAN;40
ARDAHAN;GOLE;YALOVA;152
ARDAHAN;GOLE;YOZGAT;29
ARDAHAN;GOLE;ZONGULDAK;79
ARDAHAN;HANAK;ADANA;32
ARDAHAN;HANAK;AFYONKARAHISAR;24
ARDAHAN;HANAK;AGRI;8
ARDAHAN;HANAK;AKSARAY;8
ARDAHAN;HANAK;AMASYA;6
ARDAHAN;HANAK;ANKARA;3012
ARDAHAN;HANAK;ANTALYA;154
ARDAHAN;HANAK;ARTVIN;69
ARDAHAN;HANAK;AYDIN;190
ARDAHAN;HANAK;BALIKESIR;114
ARDAHAN;HANAK;BARTIN;10
ARDAHAN;HANAK;BATMAN;2
ARDAHAN;HANAK;BAYBURT;1
ARDAHAN;HANAK;BILECIK;171
ARDAHAN;HANAK;BINGOL;4
ARDAHAN;HANAK;BITLIS;10
ARDAHAN;HANAK;BOLU;24
ARDAHAN;HANAK;BURDUR;1
ARDAHAN;HANAK;BURSA;586
ARDAHAN;HANAK;CANAKKALE;38
ARDAHAN;HANAK;CANKIRI;8
ARDAHAN;HANAK;CORUM;16
ARDAHAN;HANAK;DENIZLI;53
ARDAHAN;HANAK;DIYARBAKIR;7
ARDAHAN;HANAK;DUZCE;15
ARDAHAN;HANAK;EDIRNE;81
ARDAHAN;HANAK;ELAZIG;13
ARDAHAN;HANAK;ERZINCAN;27
ARDAHAN;HANAK;ERZURUM;71
ARDAHAN;HANAK;ESKISEHIR;272
ARDAHAN;HANAK;GAZIANTEP;34
ARDAHAN;HANAK;GIRESUN;6
ARDAHAN;HANAK;GUMUSHANE;2
ARDAHAN;HANAK;HAKKARI;5
ARDAHAN;HANAK;HATAY;14
ARDAHAN;HANAK;IGDIR;12
ARDAHAN;HANAK;ISPARTA;14
ARDAHAN;HANAK;ISTANBUL;17964
ARDAHAN;HANAK;IZMIR;4318
ARDAHAN;HANAK;KAHRAMANMARAS;3
ARDAHAN;HANAK;KARABUK;8
ARDAHAN;HANAK;KARAMAN;8
ARDAHAN;HANAK;KARS;165
ARDAHAN;HANAK;KASTAMONU;8
ARDAHAN;HANAK;KAYSERI;32
ARDAHAN;HANAK;KIRIKKALE;5
ARDAHAN;HANAK;KIRKLARELI;46
ARDAHAN;HANAK;KIRSEHIR;14
ARDAHAN;HANAK;KOCAELI;4159
ARDAHAN;HANAK;KONYA;56
ARDAHAN;HANAK;KUTAHYA;35
ARDAHAN;HANAK;MALATYA;24
ARDAHAN;HANAK;MANISA;118
ARDAHAN;HANAK;MARDIN;6
ARDAHAN;HANAK;MERSIN;43
ARDAHAN;HANAK;MUGLA;62
ARDAHAN;HANAK;MUS;7
ARDAHAN;HANAK;NEVSEHIR;5
ARDAHAN;HANAK;NIGDE;8
ARDAHAN;HANAK;ORDU;16
ARDAHAN;HANAK;OSMANIYE;2
ARDAHAN;HANAK;RIZE;18
ARDAHAN;HANAK;SAKARYA;192
ARDAHAN;HANAK;SAMSUN;45
ARDAHAN;HANAK;SANLIURFA;12
ARDAHAN;HANAK;SIIRT;2
ARDAHAN;HANAK;SINOP;13
ARDAHAN;HANAK;SIRNAK;13
ARDAHAN;HANAK;SIVAS;16
ARDAHAN;HANAK;TEKIRDAG;350
ARDAHAN;HANAK;TOKAT;10
ARDAHAN;HANAK;TRABZON;22
ARDAHAN;HANAK;TUNCELI;4
ARDAHAN;HANAK;USAK;21
ARDAHAN;HANAK;VAN;11
ARDAHAN;HANAK;YALOVA;83
ARDAHAN;HANAK;YOZGAT;13
ARDAHAN;HANAK;ZONGULDAK;104
ARDAHAN;POSOF;ADANA;30
ARDAHAN;POSOF;ADIYAMAN;9
ARDAHAN;POSOF;AFYONKARAHISAR;30
ARDAHAN;POSOF;AGRI;13
ARDAHAN;POSOF;AKSARAY;5
ARDAHAN;POSOF;AMASYA;29
ARDAHAN;POSOF;ANKARA;2157
ARDAHAN;POSOF;ANTALYA;102
ARDAHAN;POSOF;ARTVIN;37
ARDAHAN;POSOF;AYDIN;462
ARDAHAN;POSOF;BALIKESIR;197
ARDAHAN;POSOF;BARTIN;29
ARDAHAN;POSOF;BATMAN;28
ARDAHAN;POSOF;BAYBURT;8
ARDAHAN;POSOF;BILECIK;36
ARDAHAN;POSOF;BINGOL;6
ARDAHAN;POSOF;BITLIS;6
ARDAHAN;POSOF;BOLU;40
ARDAHAN;POSOF;BURDUR;18
ARDAHAN;POSOF;BURSA;9212
ARDAHAN;POSOF;CANAKKALE;29
ARDAHAN;POSOF;CANKIRI;10
ARDAHAN;POSOF;CORUM;31
ARDAHAN;POSOF;DENIZLI;60
ARDAHAN;POSOF;DIYARBAKIR;11
ARDAHAN;POSOF;DUZCE;29
ARDAHAN;POSOF;EDIRNE;40
ARDAHAN;POSOF;ELAZIG;9
ARDAHAN;POSOF;ERZINCAN;10
ARDAHAN;POSOF;ERZURUM;106
ARDAHAN;POSOF;ESKISEHIR;110
ARDAHAN;POSOF;GAZIANTEP;5
ARDAHAN;POSOF;GIRESUN;3
ARDAHAN;POSOF;GUMUSHANE;3
ARDAHAN;POSOF;HAKKARI;5
ARDAHAN;POSOF;HATAY;56
ARDAHAN;POSOF;IGDIR;15
ARDAHAN;POSOF;ISPARTA;22
ARDAHAN;POSOF;ISTANBUL;5030
ARDAHAN;POSOF;IZMIR;1295
ARDAHAN;POSOF;KAHRAMANMARAS;2
ARDAHAN;POSOF;KARABUK;26
ARDAHAN;POSOF;KARAMAN;3
ARDAHAN;POSOF;KARS;231
ARDAHAN;POSOF;KASTAMONU;32
ARDAHAN;POSOF;KAYSERI;49
ARDAHAN;POSOF;KILIS;3
ARDAHAN;POSOF;KIRIKKALE;8
ARDAHAN;POSOF;KIRKLARELI;32
ARDAHAN;POSOF;KIRSEHIR;17
ARDAHAN;POSOF;KOCAELI;2044
ARDAHAN;POSOF;KONYA;83
ARDAHAN;POSOF;KUTAHYA;54
ARDAHAN;POSOF;MALATYA;13
ARDAHAN;POSOF;MANISA;79
ARDAHAN;POSOF;MARDIN;6
ARDAHAN;POSOF;MERSIN;61
ARDAHAN;POSOF;MUGLA;79
ARDAHAN;POSOF;MUS;5
ARDAHAN;POSOF;NEVSEHIR;14
ARDAHAN;POSOF;NIGDE;6
ARDAHAN;POSOF;ORDU;13
ARDAHAN;POSOF;OSMANIYE;5
ARDAHAN;POSOF;RIZE;9
ARDAHAN;POSOF;SAKARYA;89
ARDAHAN;POSOF;SAMSUN;71
ARDAHAN;POSOF;SANLIURFA;11
ARDAHAN;POSOF;SIIRT;6
