from_city;from_district;to_city;sum
KASTAMONU;CATALZEYTIN;KARS;4
KASTAMONU;CATALZEYTIN;KAYSERI;20
KASTAMONU;CATALZEYTIN;KILIS;1
KASTAMONU;CATALZEYTIN;KIRIKKALE;21
KASTAMONU;CATALZEYTIN;KIRKLARELI;79
KASTAMONU;CATALZEYTIN;KIRSEHIR;5
KASTAMONU;CATALZEYTIN;KOCAELI;1980
KASTAMONU;CATALZEYTIN;KONYA;145
KASTAMONU;CATALZEYTIN;KUTAHYA;23
KASTAMONU;CATALZEYTIN;MALATYA;13
KASTAMONU;CATALZEYTIN;MANISA;38
KASTAMONU;CATALZEYTIN;MARDIN;14
KASTAMONU;CATALZEYTIN;MERSIN;42
KASTAMONU;CATALZEYTIN;MUGLA;120
KASTAMONU;CATALZEYTIN;MUS;2
KASTAMONU;CATALZEYTIN;NEVSEHIR;9
KASTAMONU;CATALZEYTIN;NIGDE;3
KASTAMONU;CATALZEYTIN;ORDU;8
KASTAMONU;CATALZEYTIN;OSMANIYE;5
KASTAMONU;CATALZEYTIN;RIZE;7
KASTAMONU;CATALZEYTIN;SAKARYA;103
KASTAMONU;CATALZEYTIN;SAMSUN;92
KASTAMONU;CATALZEYTIN;SANLIURFA;9
KASTAMONU;CATALZEYTIN;SIIRT;6
KASTAMONU;CATALZEYTIN;SINOP;178
KASTAMONU;CATALZEYTIN;SIRNAK;4
KASTAMONU;CATALZEYTIN;SIVAS;19
KASTAMONU;CATALZEYTIN;TEKIRDAG;290
KASTAMONU;CATALZEYTIN;TOKAT;5
KASTAMONU;CATALZEYTIN;TRABZON;17
KASTAMONU;CATALZEYTIN;USAK;12
KASTAMONU;CATALZEYTIN;VAN;6
KASTAMONU;CATALZEYTIN;YALOVA;100
KASTAMONU;CATALZEYTIN;YOZGAT;16
KASTAMONU;CATALZEYTIN;ZONGULDAK;1101
KASTAMONU;CIDE;ADANA;19
KASTAMONU;CIDE;ADIYAMAN;4
KASTAMONU;CIDE;AFYONKARAHISAR;5
KASTAMONU;CIDE;AKSARAY;8
KASTAMONU;CIDE;AMASYA;8
KASTAMONU;CIDE;ANKARA;397
KASTAMONU;CIDE;ANTALYA;315
KASTAMONU;CIDE;ARDAHAN;1
KASTAMONU;CIDE;ARTVIN;5
KASTAMONU;CIDE;AYDIN;72
KASTAMONU;CIDE;BALIKESIR;155
KASTAMONU;CIDE;BARTIN;338
KASTAMONU;CIDE;BAYBURT;1
KASTAMONU;CIDE;BILECIK;11
KASTAMONU;CIDE;BITLIS;2
KASTAMONU;CIDE;BOLU;34
KASTAMONU;CIDE;BURDUR;2
KASTAMONU;CIDE;BURSA;195
KASTAMONU;CIDE;CANAKKALE;89
KASTAMONU;CIDE;CANKIRI;10
KASTAMONU;CIDE;CORUM;10
KASTAMONU;CIDE;DENIZLI;16
KASTAMONU;CIDE;DIYARBAKIR;4
KASTAMONU;CIDE;DUZCE;52
KASTAMONU;CIDE;EDIRNE;68
KASTAMONU;CIDE;ELAZIG;6
KASTAMONU;CIDE;ERZURUM;15
KASTAMONU;CIDE;ESKISEHIR;24
KASTAMONU;CIDE;GAZIANTEP;10
KASTAMONU;CIDE;GIRESUN;10
KASTAMONU;CIDE;GUMUSHANE;5
KASTAMONU;CIDE;HAKKARI;4
KASTAMONU;CIDE;HATAY;23
KASTAMONU;CIDE;IGDIR;4
KASTAMONU;CIDE;ISPARTA;16
KASTAMONU;CIDE;ISTANBUL;51721
KASTAMONU;CIDE;IZMIR;479
KASTAMONU;CIDE;KAHRAMANMARAS;10
KASTAMONU;CIDE;KARABUK;50
KASTAMONU;CIDE;KARAMAN;4
KASTAMONU;CIDE;KARS;6
KASTAMONU;CIDE;KAYSERI;27
KASTAMONU;CIDE;KILIS;1
KASTAMONU;CIDE;KIRIKKALE;10
KASTAMONU;CIDE;KIRKLARELI;97
KASTAMONU;CIDE;KIRSEHIR;8
KASTAMONU;CIDE;KOCAELI;1384
KASTAMONU;CIDE;KONYA;46
KASTAMONU;CIDE;KUTAHYA;19
KASTAMONU;CIDE;MALATYA;11
KASTAMONU;CIDE;MANISA;34
KASTAMONU;CIDE;MARDIN;4
KASTAMONU;CIDE;MERSIN;59
KASTAMONU;CIDE;MUGLA;267
KASTAMONU;CIDE;MUS;1
KASTAMONU;CIDE;NEVSEHIR;5
KASTAMONU;CIDE;NIGDE;5
KASTAMONU;CIDE;ORDU;29
KASTAMONU;CIDE;OSMANIYE;4
KASTAMONU;CIDE;RIZE;3
KASTAMONU;CIDE;SAKARYA;119
KASTAMONU;CIDE;SAMSUN;55
KASTAMONU;CIDE;SANLIURFA;3
KASTAMONU;CIDE;SIIRT;2
KASTAMONU;CIDE;SINOP;26
KASTAMONU;CIDE;SIRNAK;2
KASTAMONU;CIDE;SIVAS;6
KASTAMONU;CIDE;TEKIRDAG;228
KASTAMONU;CIDE;TOKAT;10
KASTAMONU;CIDE;TRABZON;18
KASTAMONU;CIDE;TUNCELI;4
KASTAMONU;CIDE;USAK;6
KASTAMONU;CIDE;VAN;2
KASTAMONU;CIDE;YALOVA;172
KASTAMONU;CIDE;YOZGAT;4
KASTAMONU;CIDE;ZONGULDAK;1208
KASTAMONU;DADAY;ADANA;13
KASTAMONU;DADAY;AFYONKARAHISAR;24
KASTAMONU;DADAY;AGRI;3
KASTAMONU;DADAY;AKSARAY;12
KASTAMONU;DADAY;AMASYA;9
KASTAMONU;DADAY;ANKARA;1238
KASTAMONU;DADAY;ANTALYA;135
KASTAMONU;DADAY;ARDAHAN;2
KASTAMONU;DADAY;ARTVIN;1
KASTAMONU;DADAY;AYDIN;80
KASTAMONU;DADAY;BALIKESIR;79
KASTAMONU;DADAY;BARTIN;38
KASTAMONU;DADAY;BATMAN;10
KASTAMONU;DADAY;BILECIK;4
KASTAMONU;DADAY;BINGOL;4
KASTAMONU;DADAY;BITLIS;2
KASTAMONU;DADAY;BOLU;36
KASTAMONU;DADAY;BURDUR;4
KASTAMONU;DADAY;BURSA;123
KASTAMONU;DADAY;CANAKKALE;71
KASTAMONU;DADAY;CANKIRI;74
KASTAMONU;DADAY;CORUM;12
KASTAMONU;DADAY;DENIZLI;14
KASTAMONU;DADAY;DIYARBAKIR;7
KASTAMONU;DADAY;DUZCE;28
KASTAMONU;DADAY;EDIRNE;33
KASTAMONU;DADAY;ELAZIG;5
KASTAMONU;DADAY;ERZINCAN;3
KASTAMONU;DADAY;ERZURUM;19
KASTAMONU;DADAY;ESKISEHIR;37
KASTAMONU;DADAY;GAZIANTEP;7
KASTAMONU;DADAY;GIRESUN;4
KASTAMONU;DADAY;GUMUSHANE;4
KASTAMONU;DADAY;HAKKARI;7
KASTAMONU;DADAY;HATAY;37
KASTAMONU;DADAY;ISPARTA;29
KASTAMONU;DADAY;ISTANBUL;6505
KASTAMONU;DADAY;IZMIR;293
KASTAMONU;DADAY;KAHRAMANMARAS;9
KASTAMONU;DADAY;KARABUK;827
KASTAMONU;DADAY;KARS;1
KASTAMONU;DADAY;KAYSERI;17
KASTAMONU;DADAY;KIRIKKALE;16
KASTAMONU;DADAY;KIRKLARELI;123
KASTAMONU;DADAY;KIRSEHIR;1
KASTAMONU;DADAY;KOCAELI;398
KASTAMONU;DADAY;KONYA;64
KASTAMONU;DADAY;KUTAHYA;16
KASTAMONU;DADAY;MALATYA;8
KASTAMONU;DADAY;MANISA;52
KASTAMONU;DADAY;MARDIN;4
KASTAMONU;DADAY;MERSIN;41
KASTAMONU;DADAY;MUGLA;38
KASTAMONU;DADAY;MUS;2
KASTAMONU;DADAY;NEVSEHIR;13
KASTAMONU;DADAY;NIGDE;5
KASTAMONU;DADAY;ORDU;8
KASTAMONU;DADAY;OSMANIYE;3
KASTAMONU;DADAY;RIZE;4
KASTAMONU;DADAY;SAKARYA;117
KASTAMONU;DADAY;SAMSUN;57
KASTAMONU;DADAY;SANLIURFA;12
KASTAMONU;DADAY;SIIRT;5
KASTAMONU;DADAY;SINOP;67
KASTAMONU;DADAY;SIRNAK;7
KASTAMONU;DADAY;SIVAS;8
KASTAMONU;DADAY;TEKIRDAG;88
KASTAMONU;DADAY;TOKAT;14
KASTAMONU;DADAY;TRABZON;5
KASTAMONU;DADAY;USAK;7
KASTAMONU;DADAY;VAN;24
KASTAMONU;DADAY;YALOVA;39
KASTAMONU;DADAY;YOZGAT;10
KASTAMONU;DADAY;ZONGULDAK;212
KASTAMONU;DEVREKANI;ADANA;15
KASTAMONU;DEVREKANI;ADIYAMAN;2
KASTAMONU;DEVREKANI;AFYONKARAHISAR;12
KASTAMONU;DEVREKANI;AGRI;1
KASTAMONU;DEVREKANI;AKSARAY;5
KASTAMONU;DEVREKANI;AMASYA;1
KASTAMONU;DEVREKANI;ANKARA;992
KASTAMONU;DEVREKANI;ANTALYA;81
KASTAMONU;DEVREKANI;ARDAHAN;1
KASTAMONU;DEVREKANI;ARTVIN;3
KASTAMONU;DEVREKANI;AYDIN;82
KASTAMONU;DEVREKANI;BALIKESIR;49
KASTAMONU;DEVREKANI;BARTIN;20
KASTAMONU;DEVREKANI;BATMAN;2
KASTAMONU;DEVREKANI;BILECIK;5
KASTAMONU;DEVREKANI;BINGOL;12
KASTAMONU;DEVREKANI;BITLIS;3
KASTAMONU;DEVREKANI;BOLU;12
KASTAMONU;DEVREKANI;BURDUR;3
KASTAMONU;DEVREKANI;BURSA;90
KASTAMONU;DEVREKANI;CANAKKALE;30
KASTAMONU;DEVREKANI;CANKIRI;50
KASTAMONU;DEVREKANI;CORUM;5
KASTAMONU;DEVREKANI;DENIZLI;13
KASTAMONU;DEVREKANI;DIYARBAKIR;7
KASTAMONU;DEVREKANI;DUZCE;18
KASTAMONU;DEVREKANI;EDIRNE;46
KASTAMONU;DEVREKANI;ELAZIG;6
KASTAMONU;DEVREKANI;ERZINCAN;4
KASTAMONU;DEVREKANI;ERZURUM;10
KASTAMONU;DEVREKANI;ESKISEHIR;20
KASTAMONU;DEVREKANI;GAZIANTEP;13
KASTAMONU;DEVREKANI;GIRESUN;4
KASTAMONU;DEVREKANI;HAKKARI;2
KASTAMONU;DEVREKANI;HATAY;6
KASTAMONU;DEVREKANI;ISPARTA;10
KASTAMONU;DEVREKANI;ISTANBUL;16159
KASTAMONU;DEVREKANI;IZMIR;166
KASTAMONU;DEVREKANI;KAHRAMANMARAS;1
KASTAMONU;DEVREKANI;KARABUK;69
KASTAMONU;DEVREKANI;KARAMAN;2
KASTAMONU;DEVREKANI;KARS;4
KASTAMONU;DEVREKANI;KAYSERI;11
KASTAMONU;DEVREKANI;KIRIKKALE;1
KASTAMONU;DEVREKANI;KIRKLARELI;31
KASTAMONU;DEVREKANI;KOCAELI;250
KASTAMONU;DEVREKANI;KONYA;46
KASTAMONU;DEVREKANI;KUTAHYA;5
KASTAMONU;DEVREKANI;MALATYA;10
KASTAMONU;DEVREKANI;MANISA;27
KASTAMONU;DEVREKANI;MERSIN;25
KASTAMONU;DEVREKANI;MUGLA;54
KASTAMONU;DEVREKANI;NIGDE;2
KASTAMONU;DEVREKANI;ORDU;6
KASTAMONU;DEVREKANI;OSMANIYE;2
KASTAMONU;DEVREKANI;SAKARYA;40
KASTAMONU;DEVREKANI;SAMSUN;26
KASTAMONU;DEVREKANI;SANLIURFA;2
KASTAMONU;DEVREKANI;SIIRT;4
KASTAMONU;DEVREKANI;SINOP;44
KASTAMONU;DEVREKANI;SIRNAK;2
KASTAMONU;DEVREKANI;SIVAS;6
KASTAMONU;DEVREKANI;TEKIRDAG;254
KASTAMONU;DEVREKANI;TOKAT;6
KASTAMONU;DEVREKANI;TRABZON;12
KASTAMONU;DEVREKANI;TUNCELI;10
KASTAMONU;DEVREKANI;USAK;7
KASTAMONU;DEVREKANI;VAN;4
KASTAMONU;DEVREKANI;YALOVA;32
KASTAMONU;DEVREKANI;YOZGAT;7
KASTAMONU;DEVREKANI;ZONGULDAK;63
KASTAMONU;DOGANYURT;ADANA;12
KASTAMONU;DOGANYURT;ADIYAMAN;4
KASTAMONU;DOGANYURT;AFYONKARAHISAR;2
KASTAMONU;DOGANYURT;AKSARAY;4
KASTAMONU;DOGANYURT;AMASYA;4
KASTAMONU;DOGANYURT;ANKARA;95
KASTAMONU;DOGANYURT;ANTALYA;37
KASTAMONU;DOGANYURT;ARTVIN;1
KASTAMONU;DOGANYURT;AYDIN;20
KASTAMONU;DOGANYURT;BALIKESIR;24
KASTAMONU;DOGANYURT;BARTIN;17
KASTAMONU;DOGANYURT;BAYBURT;2
KASTAMONU;DOGANYURT;BILECIK;5
KASTAMONU;DOGANYURT;BOLU;3
KASTAMONU;DOGANYURT;BURDUR;1
KASTAMONU;DOGANYURT;BURSA;32
KASTAMONU;DOGANYURT;CANAKKALE;19
KASTAMONU;DOGANYURT;CANKIRI;2
KASTAMONU;DOGANYURT;DENIZLI;2
KASTAMONU;DOGANYURT;DUZCE;104
KASTAMONU;DOGANYURT;EDIRNE;32
KASTAMONU;DOGANYURT;ELAZIG;5
KASTAMONU;DOGANYURT;ERZURUM;2
KASTAMONU;DOGANYURT;ESKISEHIR;6
KASTAMONU;DOGANYURT;GAZIANTEP;5
KASTAMONU;DOGANYURT;GIRESUN;4
KASTAMONU;DOGANYURT;HATAY;2
KASTAMONU;DOGANYURT;IGDIR;1
KASTAMONU;DOGANYURT;ISPARTA;2
KASTAMONU;DOGANYURT;ISTANBUL;11856
KASTAMONU;DOGANYURT;IZMIR;167
KASTAMONU;DOGANYURT;KARABUK;17
KASTAMONU;DOGANYURT;KIRIKKALE;3
KASTAMONU;DOGANYURT;KIRKLARELI;21
KASTAMONU;DOGANYURT;KOCAELI;1303
KASTAMONU;DOGANYURT;KONYA;8
KASTAMONU;DOGANYURT;KUTAHYA;9
KASTAMONU;DOGANYURT;MANISA;4
KASTAMONU;DOGANYURT;MERSIN;17
KASTAMONU;DOGANYURT;MUGLA;8
KASTAMONU;DOGANYURT;NIGDE;1
KASTAMONU;DOGANYURT;ORDU;3
KASTAMONU;DOGANYURT;SAKARYA;70
KASTAMONU;DOGANYURT;SAMSUN;7
KASTAMONU;DOGANYURT;SANLIURFA;2
KASTAMONU;DOGANYURT;SINOP;8
KASTAMONU;DOGANYURT;SIVAS;5
KASTAMONU;DOGANYURT;TEKIRDAG;94
KASTAMONU;DOGANYURT;TRABZON;4
KASTAMONU;DOGANYURT;VAN;6
KASTAMONU;DOGANYURT;YALOVA;31
KASTAMONU;DOGANYURT;YOZGAT;1
KASTAMONU;DOGANYURT;ZONGULDAK;47
KASTAMONU;HANONU;ADANA;2
KASTAMONU;HANONU;AFYONKARAHISAR;6
KASTAMONU;HANONU;AGRI;2
KASTAMONU;HANONU;AKSARAY;4
KASTAMONU;HANONU;AMASYA;4
KASTAMONU;HANONU;ANKARA;1414
KASTAMONU;HANONU;ANTALYA;47
KASTAMONU;HANONU;ARTVIN;3
KASTAMONU;HANONU;AYDIN;10
KASTAMONU;HANONU;BALIKESIR;7
KASTAMONU;HANONU;BARTIN;15
KASTAMONU;HANONU;BILECIK;12
KASTAMONU;HANONU;BOLU;10
KASTAMONU;HANONU;BURSA;27
KASTAMONU;HANONU;CANAKKALE;4
KASTAMONU;HANONU;CANKIRI;24
KASTAMONU;HANONU;CORUM;3
KASTAMONU;HANONU;DENIZLI;10
KASTAMONU;HANONU;DIYARBAKIR;3
KASTAMONU;HANONU;DUZCE;20
KASTAMONU;HANONU;EDIRNE;14
KASTAMONU;HANONU;ELAZIG;1
KASTAMONU;HANONU;ERZURUM;1
KASTAMONU;HANONU;ESKISEHIR;19
KASTAMONU;HANONU;GAZIANTEP;1
KASTAMONU;HANONU;GIRESUN;2
KASTAMONU;HANONU;GUMUSHANE;1
KASTAMONU;HANONU;HAKKARI;1
KASTAMONU;HANONU;HATAY;2
KASTAMONU;HANONU;IGDIR;3
KASTAMONU;HANONU;ISPARTA;6
KASTAMONU;HANONU;ISTANBUL;8104
KASTAMONU;HANONU;IZMIR;42
KASTAMONU;HANONU;KAHRAMANMARAS;3
KASTAMONU;HANONU;KARABUK;10
KASTAMONU;HANONU;KARAMAN;2
KASTAMONU;HANONU;KARS;2
KASTAMONU;HANONU;KAYSERI;12
KASTAMONU;HANONU;KIRIKKALE;8
KASTAMONU;HANONU;KIRKLARELI;10
KASTAMONU;HANONU;KIRSEHIR;1
KASTAMONU;HANONU;KOCAELI;406
KASTAMONU;HANONU;KONYA;16
KASTAMONU;HANONU;KUTAHYA;3
KASTAMONU;HANONU;MALATYA;3
KASTAMONU;HANONU;MANISA;14
KASTAMONU;HANONU;MARDIN;2
KASTAMONU;HANONU;MERSIN;24
KASTAMONU;HANONU;MUGLA;22
KASTAMONU;HANONU;NIGDE;2
KASTAMONU;HANONU;ORDU;9
KASTAMONU;HANONU;RIZE;2
KASTAMONU;HANONU;SAKARYA;45
KASTAMONU;HANONU;SAMSUN;36
KASTAMONU;HANONU;SANLIURFA;1
KASTAMONU;HANONU;SINOP;89
KASTAMONU;HANONU;SIVAS;10
KASTAMONU;HANONU;TEKIRDAG;74
KASTAMONU;HANONU;TOKAT;4
KASTAMONU;HANONU;TRABZON;9
KASTAMONU;HANONU;USAK;2
KASTAMONU;HANONU;VAN;2
KASTAMONU;HANONU;YALOVA;11
KASTAMONU;HANONU;YOZGAT;1
KASTAMONU;HANONU;ZONGULDAK;27
KASTAMONU;IHSANGAZI;ADANA;8
KASTAMONU;IHSANGAZI;ADIYAMAN;4
KASTAMONU;IHSANGAZI;AFYONKARAHISAR;10
KASTAMONU;IHSANGAZI;AKSARAY;2
KASTAMONU;IHSANGAZI;AMASYA;6
KASTAMONU;IHSANGAZI;ANKARA;1174
KASTAMONU;IHSANGAZI;ANTALYA;27
KASTAMONU;IHSANGAZI;ARDAHAN;2
KASTAMONU;IHSANGAZI;AYDIN;4
KASTAMONU;IHSANGAZI;BALIKESIR;13
KASTAMONU;IHSANGAZI;BARTIN;5
KASTAMONU;IHSANGAZI;BATMAN;4
KASTAMONU;IHSANGAZI;BAYBURT;1
KASTAMONU;IHSANGAZI;BILECIK;1
KASTAMONU;IHSANGAZI;BINGOL;2
KASTAMONU;IHSANGAZI;BOLU;18
KASTAMONU;IHSANGAZI;BURSA;35
KASTAMONU;IHSANGAZI;CANAKKALE;8
KASTAMONU;IHSANGAZI;CANKIRI;50
KASTAMONU;IHSANGAZI;CORUM;1
KASTAMONU;IHSANGAZI;DENIZLI;4
KASTAMONU;IHSANGAZI;DIYARBAKIR;4
KASTAMONU;IHSANGAZI;DUZCE;4
KASTAMONU;IHSANGAZI;EDIRNE;5
KASTAMONU;IHSANGAZI;ERZINCAN;2
KASTAMONU;IHSANGAZI;ERZURUM;2
KASTAMONU;IHSANGAZI;ESKISEHIR;3
KASTAMONU;IHSANGAZI;GAZIANTEP;1
KASTAMONU;IHSANGAZI;GIRESUN;4
KASTAMONU;IHSANGAZI;GUMUSHANE;2
KASTAMONU;IHSANGAZI;HATAY;13
KASTAMONU;IHSANGAZI;ISTANBUL;1988
KASTAMONU;IHSANGAZI;IZMIR;25
KASTAMONU;IHSANGAZI;KAHRAMANMARAS;3
KASTAMONU;IHSANGAZI;KARABUK;189
KASTAMONU;IHSANGAZI;KARS;4
KASTAMONU;IHSANGAZI;KAYSERI;5
KASTAMONU;IHSANGAZI;KIRIKKALE;2
KASTAMONU;IHSANGAZI;KIRSEHIR;2
KASTAMONU;IHSANGAZI;KOCAELI;171
KASTAMONU;IHSANGAZI;KONYA;21
KASTAMONU;IHSANGAZI;KUTAHYA;2
KASTAMONU;IHSANGAZI;MALATYA;5
KASTAMONU;IHSANGAZI;MANISA;16
KASTAMONU;IHSANGAZI;MERSIN;14
KASTAMONU;IHSANGAZI;MUGLA;8
KASTAMONU;IHSANGAZI;NEVSEHIR;5
KASTAMONU;IHSANGAZI;NIGDE;6
KASTAMONU;IHSANGAZI;ORDU;2
KASTAMONU;IHSANGAZI;OSMANIYE;2
KASTAMONU;IHSANGAZI;SAKARYA;38
KASTAMONU;IHSANGAZI;SAMSUN;14
KASTAMONU;IHSANGAZI;SANLIURFA;3
KASTAMONU;IHSANGAZI;SIIRT;1
KASTAMONU;IHSANGAZI;SINOP;23
KASTAMONU;IHSANGAZI;SIVAS;8
KASTAMONU;IHSANGAZI;TEKIRDAG;19
KASTAMONU;IHSANGAZI;TOKAT;1
KASTAMONU;IHSANGAZI;TUNCELI;8
KASTAMONU;IHSANGAZI;USAK;7
KASTAMONU;IHSANGAZI;VAN;4
KASTAMONU;IHSANGAZI;YALOVA;4
KASTAMONU;IHSANGAZI;YOZGAT;12
KASTAMONU;IHSANGAZI;ZONGULDAK;23
KASTAMONU;INEBOLU;ADANA;19
KASTAMONU;INEBOLU;ADIYAMAN;5
KASTAMONU;INEBOLU;AFYONKARAHISAR;14
KASTAMONU;INEBOLU;AGRI;4
KASTAMONU;INEBOLU;AKSARAY;15
KASTAMONU;INEBOLU;AMASYA;12
KASTAMONU;INEBOLU;ANKARA;1034
KASTAMONU;INEBOLU;ANTALYA;214
KASTAMONU;INEBOLU;ARDAHAN;4
KASTAMONU;INEBOLU;ARTVIN;3
KASTAMONU;INEBOLU;AYDIN;64
KASTAMONU;INEBOLU;BALIKESIR;202
KASTAMONU;INEBOLU;BARTIN;70
KASTAMONU;INEBOLU;BATMAN;2
KASTAMONU;INEBOLU;BILECIK;11
KASTAMONU;INEBOLU;BINGOL;6
KASTAMONU;INEBOLU;BITLIS;2
KASTAMONU;INEBOLU;BOLU;82
KASTAMONU;INEBOLU;BURDUR;1
KASTAMONU;INEBOLU;BURSA;248
KASTAMONU;INEBOLU;CANAKKALE;57
KASTAMONU;INEBOLU;CANKIRI;60
KASTAMONU;INEBOLU;CORUM;11
KASTAMONU;INEBOLU;DENIZLI;28
KASTAMONU;INEBOLU;DIYARBAKIR;1
KASTAMONU;INEBOLU;DUZCE;39
KASTAMONU;INEBOLU;EDIRNE;56
KASTAMONU;INEBOLU;ELAZIG;5
KASTAMONU;INEBOLU;ERZINCAN;1
KASTAMONU;INEBOLU;ERZURUM;15
KASTAMONU;INEBOLU;ESKISEHIR;54
KASTAMONU;INEBOLU;GAZIANTEP;7
KASTAMONU;INEBOLU;GIRESUN;8
KASTAMONU;INEBOLU;GUMUSHANE;4
KASTAMONU;INEBOLU;HAKKARI;3
KASTAMONU;INEBOLU;HATAY;13
KASTAMONU;INEBOLU;ISPARTA;25
KASTAMONU;INEBOLU;ISTANBUL;34787
KASTAMONU;INEBOLU;IZMIR;467
KASTAMONU;INEBOLU;KAHRAMANMARAS;8
KASTAMONU;INEBOLU;KARABUK;64
KASTAMONU;INEBOLU;KARAMAN;11
KASTAMONU;INEBOLU;KARS;7
KASTAMONU;INEBOLU;KAYSERI;27
KASTAMONU;INEBOLU;KIRIKKALE;8
KASTAMONU;INEBOLU;KIRKLARELI;338
KASTAMONU;INEBOLU;KIRSEHIR;2
KASTAMONU;INEBOLU;KOCAELI;593
KASTAMONU;INEBOLU;KONYA;92
KASTAMONU;INEBOLU;KUTAHYA;30
KASTAMONU;INEBOLU;MALATYA;2
KASTAMONU;INEBOLU;MANISA;30
KASTAMONU;INEBOLU;MARDIN;2
KASTAMONU;INEBOLU;MERSIN;49
KASTAMONU;INEBOLU;MUGLA;109
KASTAMONU;INEBOLU;NEVSEHIR;4
KASTAMONU;INEBOLU;NIGDE;2
KASTAMONU;INEBOLU;ORDU;18
KASTAMONU;INEBOLU;OSMANIYE;3
KASTAMONU;INEBOLU;RIZE;16
KASTAMONU;INEBOLU;SAKARYA;109
KASTAMONU;INEBOLU;SAMSUN;103
KASTAMONU;INEBOLU;SANLIURFA;2
KASTAMONU;INEBOLU;SIIRT;5
KASTAMONU;INEBOLU;SINOP;116
KASTAMONU;INEBOLU;SIRNAK;3
KASTAMONU;INEBOLU;SIVAS;10
KASTAMONU;INEBOLU;TEKIRDAG;495
KASTAMONU;INEBOLU;TOKAT;14
KASTAMONU;INEBOLU;TRABZON;25
KASTAMONU;INEBOLU;USAK;17
KASTAMONU;INEBOLU;VAN;5
KASTAMONU;INEBOLU;YALOVA;73
KASTAMONU;INEBOLU;YOZGAT;4
KASTAMONU;INEBOLU;ZONGULDAK;283
KASTAMONU;KASTAMONU MERKEZ;ADANA;62
KASTAMONU;KASTAMONU MERKEZ;ADIYAMAN;8
KASTAMONU;KASTAMONU MERKEZ;AFYONKARAHISAR;25
KASTAMONU;KASTAMONU MERKEZ;AGRI;6
KASTAMONU;KASTAMONU MERKEZ;AKSARAY;8
KASTAMONU;KASTAMONU MERKEZ;AMASYA;19
KASTAMONU;KASTAMONU MERKEZ;ANKARA;2925
KASTAMONU;KASTAMONU MERKEZ;ANTALYA;348
KASTAMONU;KASTAMONU MERKEZ;ARDAHAN;6
KASTAMONU;KASTAMONU MERKEZ;ARTVIN;7
KASTAMONU;KASTAMONU MERKEZ;AYDIN;122
KASTAMONU;KASTAMONU MERKEZ;BALIKESIR;140
KASTAMONU;KASTAMONU MERKEZ;BARTIN;89
KASTAMONU;KASTAMONU MERKEZ;BATMAN;5
KASTAMONU;KASTAMONU MERKEZ;BAYBURT;1
KASTAMONU;KASTAMONU MERKEZ;BILECIK;25
KASTAMONU;KASTAMONU MERKEZ;BINGOL;10
KASTAMONU;KASTAMONU MERKEZ;BITLIS;3
KASTAMONU;KASTAMONU MERKEZ;BOLU;52
KASTAMONU;KASTAMONU MERKEZ;BURDUR;12
KASTAMONU;KASTAMONU MERKEZ;BURSA;265
KASTAMONU;KASTAMONU MERKEZ;CANAKKALE;42
KASTAMONU;KASTAMONU MERKEZ;CANKIRI;234
KASTAMONU;KASTAMONU MERKEZ;CORUM;34
KASTAMONU;KASTAMONU MERKEZ;DENIZLI;29
KASTAMONU;KASTAMONU MERKEZ;DIYARBAKIR;24
KASTAMONU;KASTAMONU MERKEZ;DUZCE;23
KASTAMONU;KASTAMONU MERKEZ;EDIRNE;64
KASTAMONU;KASTAMONU MERKEZ;ELAZIG;6
KASTAMONU;KASTAMONU MERKEZ;ERZINCAN;10
KASTAMONU;KASTAMONU MERKEZ;ERZURUM;41
KASTAMONU;KASTAMONU MERKEZ;ESKISEHIR;92
KASTAMONU;KASTAMONU MERKEZ;GAZIANTEP;21
KASTAMONU;KASTAMONU MERKEZ;GIRESUN;13
KASTAMONU;KASTAMONU MERKEZ;GUMUSHANE;1
KASTAMONU;KASTAMONU MERKEZ;HAKKARI;4
KASTAMONU;KASTAMONU MERKEZ;HATAY;32
KASTAMONU;KASTAMONU MERKEZ;IGDIR;4
KASTAMONU;KASTAMONU MERKEZ;ISPARTA;37
KASTAMONU;KASTAMONU MERKEZ;ISTANBUL;7643
KASTAMONU;KASTAMONU MERKEZ;IZMIR;567
KASTAMONU;KASTAMONU MERKEZ;KAHRAMANMARAS;11
KASTAMONU;KASTAMONU MERKEZ;KARABUK;304
KASTAMONU;KASTAMONU MERKEZ;KARAMAN;5
KASTAMONU;KASTAMONU MERKEZ;KARS;5
KASTAMONU;KASTAMONU MERKEZ;KAYSERI;47
KASTAMONU;KASTAMONU MERKEZ;KIRIKKALE;29
KASTAMONU;KASTAMONU MERKEZ;KIRKLARELI;32
KASTAMONU;KASTAMONU MERKEZ;KIRSEHIR;7
KASTAMONU;KASTAMONU MERKEZ;KOCAELI;334
KASTAMONU;KASTAMONU MERKEZ;KONYA;140
KASTAMONU;KASTAMONU MERKEZ;KUTAHYA;29
KASTAMONU;KASTAMONU MERKEZ;MALATYA;16
KASTAMONU;KASTAMONU MERKEZ;MANISA;49
KASTAMONU;KASTAMONU MERKEZ;MARDIN;14
KASTAMONU;KASTAMONU MERKEZ;MERSIN;125
KASTAMONU;KASTAMONU MERKEZ;MUGLA;108
KASTAMONU;KASTAMONU MERKEZ;MUS;8
KASTAMONU;KASTAMONU MERKEZ;NEVSEHIR;7
